plug_label,colony_id,time_point,category,treatment,bleach_treat,symbiont_treat,treat_tank,tank,Red,Green,Blue
1099,F,t12,Control,C,Control,C,C_2,2,0.426,0.809,1.7
732,D,t12,Control,C,Control,C,C_2,2,2.426,3.13,1.806
117,A,t12,Control,C,Control,C,C_2,2,2.494,2.179,1.28
1070,F,t12,Control,C,Control,C,C_2,2,0.582,1.287,2.228
966,E,t12,Control,C,Control,C,C_2,2,0.994,1.32,1.698
330,B,t12,Control,C,Control,C,C_2,2,3.153,5.088,3.551
1087,F,t12,Control,C,Control,C,C_2,2,0.346,0.921,1.87
886,E,t12,Control,C,Control,C,C_2,2,1.006,1.573,2.125
88,A,t12,Control,C,Control,C,C_2,2,1.489,2.01,2.682
682,D,t12,Control,C,Control,C,C_2,2,2.05,3.201,2.838
750,D,t12,Control,C,Control,C,C_2,2,4.138,2.985,2.486
237,B,t12,Control,C,Control,C,C_2,2,2.024,3.763,3.822
720,D,t12,Control,C,Control,C,C_2,2,1.345,2.008,2.066
1041,F,t12,Control,C,Control,C,C_2,2,0.363,1.885,3.93
777,D,t12,Control,C,Control,C,C_2,2,2.369,2.511,3.163
390,C,t12,Control,C,Control,C,C_2,2,1.007,2.506,5.391
85,A,t12,Control,C,Control,C,C_2,2,0.437,1.361,2.838
728,D,t12,Control,C,Control,C,C_2,2,1.681,2.662,2.242
669,D,t12,Control,C,Control,C,C_2,2,0.28,1.123,2.747
903,E,t12,Control,C,Control,C,C_2,2,0.098,1.888,4.299
76,A,t12,Control,C,Control,C,C_2,2,0.551,1.996,4.206
448,C,t12,Control,C,Control,C,C_2,2,0.755,2.466,3.03
1061,F,t12,Control,C,Control,C,C_2,2,0.51,1.831,2.708
1166,F,t12,Control,C,Control,C,C_2,2,0.422,1.889,2.894
177,B,t12,Control,C,Control,C,C_2,2,1.337,3.755,4.17
349,C,t12,Control,C,Control,C,C_2,2,0.648,2.536,3.983
408,C,t12,Control,C,Control,C,C_2,2,0.968,2.942,4.051
965,E,t12,Control,C,Control,C,C_2,2,0.352,0.974,3.008
1053,F,t12,Control,C,Control,C,C_2,2,0.389,1.757,2.965
53,A,t12,Control,C,Control,C,C_2,2,0.382,1.76,3.113
1039,F,t12,Control,C,Control,C,C_2,2,0.395,1.727,3.214
324,B,t12,Control,C,Control,C,C_2,2,0.975,3.134,3.527
487,C,t12,Control,C,Control,C,C_2,2,0.336,1.568,4.138
251,B,t12,Control,C,Control,C,C_2,2,0.821,2.1,1.988
830,E,t12,Control,C,Control,C,C_2,2,0.222,0.839,1.293
566,C,t12,Control,C,Control,C,C_2,2,0.416,0.984,2.635
33,A,t12,Control,C,Control,C,C_2,2,0.218,1.484,3.516
131,A,t12,Control,C,Control,C,C_2,2,0.142,1.256,3.99
461,C,t12,Control,C,Control,C,C_2,2,0.26,1.384,3.204
973,E,t12,Control,C,Control,C,C_2,2,0.21,0.941,1.961
501,C,t12,Control,C,Control,C,C_3,3,0.848,1.959,2.055
598,D,t12,Control,C,Control,C,C_3,3,2.686,2.442,1.235
97,A,t12,Control,C,Control,C,C_3,3,0.611,0.745,1.232
247,B,t12,Control,C,Control,C,C_3,3,2.74,4.716,2.535
809,D,t12,Control,C,Control,C,C_3,3,2.288,3.112,1.752
670,D,t12,Control,C,Control,C,C_3,3,2.468,3.307,1.713
314,B,t12,Control,C,Control,C,C_3,3,1.755,3.22,2.648
960,E,t12,Control,C,Control,C,C_3,3,1.473,1.064,1.602
1094,F,t12,Control,C,Control,C,C_3,3,0.343,0.765,1.613
94,A,t12,Control,C,Control,C,C_3,3,0.759,1.265,2.013
296,B,t12,Control,C,Control,C,C_3,3,2.612,1.807,1.68
91,A,t12,Control,C,Control,C,C_3,3,0.687,1.193,2.219
947,E,t12,Control,C,Control,C,C_3,3,0.198,0.528,1.413
310,B,t12,Control,C,Control,C,C_3,3,1.615,3.031,2.455
449,C,t12,Control,C,Control,C,C_3,3,0.033,0.614,2.591
69,A,t12,Control,C,Control,C,C_3,3,0.601,0.976,2.693
116,A,t12,Control,C,Control,C,C_3,3,0.577,1.512,2.851
373,C,t12,Control,C,Control,C,C_3,3,0.839,1.85,2.973
964,E,t12,Control,C,Control,C,C_3,3,0.574,0.746,1.949
915,E,t12,Control,C,Control,C,C_3,3,0.145,0.397,3.204
944,E,t12,Control,C,Control,C,C_3,3,0.329,1.271,2.849
354,C,t12,Control,C,Control,C,C_3,3,0.541,2.729,4.863
465,C,t12,Control,C,Control,C,C_3,3,1.002,3.037,3.74
105,A,t12,Control,C,Control,C,C_3,3,0.852,1.802,3.363
264,B,t12,Control,C,Control,C,C_3,3,0.869,2.274,1.928
402,C,t12,Control,C,Control,C,C_3,3,0.787,2.399,3.044
552,C,t12,Control,C,Control,C,C_3,3,0.054,0.842,2.723
856,E,t12,Control,C,Control,C,C_3,3,0.328,0.767,2.571
812,D,t12,Control,C,Control,C,C_3,3,2.238,3.518,3.421
106,A,t12,Control,C,Control,C,C_3,3,0.509,1.289,3.125
273,B,t12,Control,C,Control,C,C_3,3,1.916,4.277,2.764
125,A,t12,Control,C,Control,C,C_3,3,0.193,0.862,2.76
907,E,t12,Control,C,Control,C,C_3,3,0.35,0.874,2.186
1022,F,t12,Control,C,Control,C,C_3,3,0.654,3.043,4.377
974,E,t12,Control,C,Control,C,C_3,3,0.08,0.411,2.594
535,C,t12,Control,C,Control,C,C_3,3,0.724,2.228,2.868
1063,F,t12,Control,C,Control,C,C_3,3,0.471,1.085,1.755
110,A,t12,Control,C,Control,C,C_3,3,0.261,0.944,2.292
1036,F,t12,Control,C,Control,C,C_3,3,0.52,2.184,3.552
791,D,t12,Control,C,Control,C,C_3,3,1.403,2.514,2.419
816,D,t12,Control,C,Control,C,C_3,3,0.539,1.483,2.159
218,B,t12,Control,C,Control,C,C_3,3,1.165,2.823,2.266
981,E,t12,Bleached,L_SD,Low,SD,L_SD_1,1,3.277,1.213,1.575
1079,F,t12,Bleached,L_SD,Low,SD,L_SD_1,1,4.398,0.915,0.844
162,A,t12,Bleached,L_SD,Low,SD,L_SD_1,1,11.204,2.993,0.837
334,C,t12,Bleached,L_SD,Low,SD,L_SD_1,1,1.739,0.78,0.898
731,D,t12,Bleached,L_SD,Low,SD,L_SD_1,1,4.254,1.893,0.885
216,B,t12,Bleached,L_SD,Low,SD,L_SD_1,1,5.423,3.786,2.159
565,C,t12,Bleached,L_SD,Low,SD,L_SD_1,1,1.416,0.181,1.266
555,C,t12,Bleached,L_SD,Low,SD,L_SD_1,1,0.8,0.466,1.649
113,A,t12,Bleached,L_SD,Low,SD,L_SD_1,1,17.552,12.112,2.718
1016,F,t12,Bleached,L_SD,Low,SD,L_SD_1,1,0.943,0.764,1.535
72,A,t12,Bleached,L_SD,Low,SD,L_SD_1,1,21.699,19.534,3.874
338,C,t12,Bleached,L_SD,Low,SD,L_SD_1,1,1.798,0.716,1.156
21,A,t12,Bleached,L_SD,Low,SD,L_SD_1,1,11.592,5.085,1.886
956,E,t12,Bleached,L_SD,Low,SD,L_SD_1,1,2.49,1.856,1.903
1173,F,t12,Bleached,L_SD,Low,SD,L_SD_1,1,0.909,0.868,1.799
688,D,t12,Bleached,L_SD,Low,SD,L_SD_1,1,6.254,4.063,2.487
607,D,t12,Bleached,L_SD,Low,SD,L_SD_1,1,26.433,20.357,7.057
1164,F,t12,Bleached,L_SD,Low,SD,L_SD_1,1,0.181,0.654,3.16
1160,F,t12,Bleached,L_SD,Low,SD,L_SD_1,1,0.05,0.15,1.14
252,B,t12,Bleached,L_SD,Low,SD,L_SD_1,1,2.828,2.823,2.512
572,C,t12,Bleached,L_SD,Low,SD,L_SD_1,1,0.571,1.119,2.816
39,A,t12,Bleached,L_SD,Low,SD,L_SD_1,1,10.506,5.433,2.472
217,B,t12,Bleached,L_SD,Low,SD,L_SD_1,1,3.817,2.614,3.31
442,C,t12,Bleached,L_SD,Low,SD,L_SD_1,1,0.381,0.747,2.247
848,E,t12,Bleached,L_SD,Low,SD,L_SD_1,1,4.911,1.98,2.686
301,B,t12,Bleached,L_SD,Low,SD,L_SD_1,1,2.863,3.545,2.622
431,C,t12,Bleached,L_SD,Low,SD,L_SD_1,1,2.841,0.644,1.602
1015,F,t12,Bleached,L_SD,Low,SD,L_SD_1,1,0.307,0.411,1.161
280,B,t12,Bleached,L_SD,Low,SD,L_SD_1,1,3.436,2.937,2.524
87,A,t12,Bleached,L_SD,Low,SD,L_SD_1,1,24.698,23.422,7.346
493,C,t12,Bleached,L_SD,Low,SD,L_SD_2,2,1.533,1.815,1.57
276,B,t12,Bleached,L_SD,Low,SD,L_SD_2,2,4.313,4.431,2.294
883,E,t12,Bleached,L_SD,Low,SD,L_SD_2,2,3.319,2.639,1.804
243,B,t12,Bleached,L_SD,Low,SD,L_SD_2,2,5.441,4.219,2.329
1058,F,t12,Bleached,L_SD,Low,SD,L_SD_2,2,0.513,0.59,1.294
553,C,t12,Bleached,L_SD,Low,SD,L_SD_2,2,2.624,2.891,2.3
885,E,t12,Bleached,L_SD,Low,SD,L_SD_2,2,2.322,0.811,2.212
32,A,t12,Bleached,L_SD,Low,SD,L_SD_2,2,4.267,2.203,1.4
229,B,t12,Bleached,L_SD,Low,SD,L_SD_2,2,4.228,5.247,3.206
659,D,t12,Bleached,L_SD,Low,SD,L_SD_2,2,4.298,0.873,1.108
780,D,t12,Bleached,L_SD,Low,SD,L_SD_2,2,2.265,0.715,1.53
30,A,t12,Bleached,L_SD,Low,SD,L_SD_2,2,1.18,0.812,1.317
391,C,t12,Bleached,L_SD,Low,SD,L_SD_2,2,0.971,1.018,1.853
485,C,t12,Bleached,L_SD,Low,SD,L_SD_2,2,3.141,4.886,3.633
710,D,t12,Bleached,L_SD,Low,SD,L_SD_2,2,2.058,0.524,1.88
913,E,t12,Bleached,L_SD,Low,SD,L_SD_2,2,1.159,0.617,1.737
1186,F,t12,Bleached,L_SD,Low,SD,L_SD_2,2,1.543,1.529,2.192
186,B,t12,Bleached,L_SD,Low,SD,L_SD_2,2,3.653,4.298,2.845
785,D,t12,Bleached,L_SD,Low,SD,L_SD_2,2,6.869,3.462,2.09
594,D,t12,Bleached,L_SD,Low,SD,L_SD_2,2,2.855,1.492,1.541
904,E,t12,Bleached,L_SD,Low,SD,L_SD_2,2,0.498,0.691,1.623
194,B,t12,Bleached,L_SD,Low,SD,L_SD_2,2,4.015,4.844,2.928
736,D,t12,Bleached,L_SD,Low,SD,L_SD_2,2,3.898,1.156,1.848
961,E,t12,Bleached,L_SD,Low,SD,L_SD_2,2,2.169,0.906,0.935
1103,F,t12,Bleached,L_SD,Low,SD,L_SD_2,2,0.565,0.628,1.137
902,E,t12,Bleached,L_SD,Low,SD,L_SD_2,2,2.733,1.398,2.023
862,E,t12,Bleached,L_SD,Low,SD,L_SD_2,2,0.819,1.202,2.305
297,B,t12,Bleached,L_SD,Low,SD,L_SD_2,2,2.773,3.437,2.388
432,C,t12,Bleached,L_SD,Low,SD,L_SD_3,3,2.019,1.426,1.336
100,A,t12,Bleached,L_SD,Low,SD,L_SD_3,3,11.744,3.508,0.766
693,D,t12,Bleached,L_SD,Low,SD,L_SD_3,3,7.981,3.26,1.195
1219,F,t12,Bleached,L_SD,Low,SD,L_SD_3,3,2.325,0.633,0.954
80,A,t12,Bleached,L_SD,Low,SD,L_SD_3,3,9.986,5.437,1.628
192,B,t12,Bleached,L_SD,Low,SD,L_SD_3,3,6.371,4.327,2.367
1147,F,t12,Bleached,L_SD,Low,SD,L_SD_3,3,1.256,0.182,1.152
708,D,t12,Bleached,L_SD,Low,SD,L_SD_3,3,1.86,0.962,1.099
50,A,t12,Bleached,L_SD,Low,SD,L_SD_3,3,9.497,2.563,1.624
954,E,t12,Bleached,L_SD,Low,SD,L_SD_3,3,0.919,0.962,2.032
59,A,t12,Bleached,L_SD,Low,SD,L_SD_3,3,13.011,8.334,1.922
839,E,t12,Bleached,L_SD,Low,SD,L_SD_3,3,0.862,0.839,2.122
40,A,t12,Bleached,L_SD,Low,SD,L_SD_3,3,9.172,3.144,1.457
817,D,t12,Bleached,L_SD,Low,SD,L_SD_3,3,5.486,2.34,1.66
968,E,t12,Bleached,L_SD,Low,SD,L_SD_3,3,4.652,1.372,2.441
204,B,t12,Bleached,L_SD,Low,SD,L_SD_3,3,4.708,4.289,3.811
156,A,t12,Bleached,L_SD,Low,SD,L_SD_3,3,11.39,4.095,1.178
681,D,t12,Bleached,L_SD,Low,SD,L_SD_3,3,13.637,6.759,2.358
850,E,t12,Bleached,L_SD,Low,SD,L_SD_3,3,1.906,1.407,2.85
342,C,t12,Bleached,L_SD,Low,SD,L_SD_3,3,1.972,0.659,3.649
589,C,t12,Bleached,L_SD,Low,SD,L_SD_3,3,1.62,0.821,3.381
1174,F,t12,Bleached,L_SD,Low,SD,L_SD_3,3,1.751,0.581,1.289
676,D,t12,Bleached,L_SD,Low,SD,L_SD_3,3,9.122,5.09,2.363
187,B,t12,Bleached,L_SD,Low,SD,L_SD_3,3,5.637,4.227,2.967
717,D,t12,Bleached,L_SD,Low,SD,L_SD_3,3,3.658,2.933,2.51
1083,F,t12,Bleached,L_SD,Low,SD,L_SD_3,3,1.629,0.697,2.315
936,E,t12,Bleached,L_SD,Low,SD,L_SD_3,3,2.053,1.23,1.27
1130,F,t12,Bleached,L_SD,Low,SD,L_SD_3,3,0.694,0.299,1.473
571,C,t12,Bleached,L_SD,Low,SD,L_SD_3,3,0.355,0.648,2.88
323,B,t12,Bleached,L_SD,Low,SD,L_SD_3,3,2.808,1.669,2.913
1137,F,t12,Bleached,L_SD,Low,SD,L_SD_3,3,1.246,0.346,1.218
163,A,t12,Bleached,L_SD,Low,SD,L_SD_3,3,6.335,1.554,1.953
922,E,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,1.113,0.647,1.101
287,B,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,4.574,0.841,0.541
854,E,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,4.068,1.979,1.106
181,B,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,3.906,2.482,2.412
249,B,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,3.621,1.505,1.62
998,F,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,0.975,0.912,1.387
624,D,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,10.496,5.035,2.065
337,C,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,1.134,0.569,2.016
498,C,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,2.569,0.984,1.384
1161,F,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,0.654,0.32,1.178
270,B,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,4.111,1.711,2.749
779,D,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,3.191,2.222,1.712
933,E,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,2.553,1.674,2.678
1189,F,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,1.621,0.727,2.317
341,C,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,0.789,0.261,2.959
745,D,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,2.866,0.921,3.061
1126,F,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,0.942,1.372,2.981
910,E,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,1.103,0.651,2.539
43,A,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,5.013,1.501,1.242
154,A,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,8.829,3.448,1.847
173,A,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,17.583,9.548,1.186
54,A,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,10.365,3.264,2.111
1157,F,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,0.103,0.569,1.945
4,A,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,7.331,1.7,1.368
68,A,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,25.7,18.79,5.73
703,D,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,4.587,1.835,2.541
159,A,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,6.238,1.298,1.591
160,A,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,25.139,20.031,4.559
1156,F,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,0.492,0.348,1.404
766,D,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,6.266,3.026,1.858
946,E,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,0.121,1.621,3.488
1180,F,t12,Bleached,L_SS8,Low,SS8,L_SS8_1,1,1.279,1.139,2.678
1141,F,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,1.137,1.043,1.33
843,E,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,2.246,1.226,1.061
199,B,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,5.301,4.093,1.885
361,C,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,2.76,3.055,1.867
3,A,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,2.79,0.901,1.503
305,B,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,5.058,5.275,2.96
77,A,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,9.087,4.184,0.942
298,B,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,3.03,3.169,1.951
510,C,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,2.245,3.246,2.163
712,D,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,5.542,2.218,1.031
198,B,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,5.533,4.798,2.868
521,C,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,1.939,3.277,2.593
727,D,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,4.513,3.441,2.007
655,D,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,5.241,1.349,1.395
1092,F,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,1.284,0.671,1.271
234,B,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,4.154,3.729,2.685
610,D,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,10.008,5.435,2.346
1008,F,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,0.72,1.873,4.184
930,E,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,1.295,1.292,2.35
92,A,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,8.182,2.777,3.04
347,C,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,1.471,2.223,2.073
988,E,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,1.873,0.638,1.428
908,E,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,0.801,0.78,2.104
534,C,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,1.913,2.682,2.873
835,E,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,1.839,1.128,1.844
927,E,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,0.318,0.125,2.158
1097,F,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,0.504,1.002,2.011
726,D,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,5.054,2.346,1.226
691,D,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,4.806,1.98,1.221
545,C,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,1.251,2.416,2.485
452,C,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,0.992,1.716,2.655
1185,F,t12,Bleached,L_SS8,Low,SS8,L_SS8_2,2,1.46,1.363,2.645
421,C,t12,Bleached,L_SS8,Low,SS8,L_SS8_3,3,0.333,0.26,1.014
327,B,t12,Bleached,L_SS8,Low,SS8,L_SS8_3,3,5.008,4.144,2.082
245,B,t12,Bleached,L_SS8,Low,SS8,L_SS8_3,3,7.436,5.245,2.137
893,E,t12,Bleached,L_SS8,Low,SS8,L_SS8_3,3,2.932,1.41,1.413
70,A,t12,Bleached,L_SS8,Low,SS8,L_SS8_3,3,14.859,7.902,1.53
529,C,t12,Bleached,L_SS8,Low,SS8,L_SS8_3,3,0.934,1.679,1.74
1089,F,t12,Bleached,L_SS8,Low,SS8,L_SS8_3,3,0.318,0.479,1.577
475,C,t12,Bleached,L_SS8,Low,SS8,L_SS8_3,3,1.304,2.081,1.906
953,E,t12,Bleached,L_SS8,Low,SS8,L_SS8_3,3,0.775,0.924,1.251
833,E,t12,Bleached,L_SS8,Low,SS8,L_SS8_3,3,0.524,0.646,0.939
803,D,t12,Bleached,L_SS8,Low,SS8,L_SS8_3,3,3.233,1.442,1.683
984,E,t12,Bleached,L_SS8,Low,SS8,L_SS8_3,3,0.886,1.059,2.831
61,A,t12,Bleached,L_SS8,Low,SS8,L_SS8_3,3,1.764,2.276,1.701
232,B,t12,Bleached,L_SS8,Low,SS8,L_SS8_3,3,3.627,4.75,2.891
1162,F,t12,Bleached,L_SS8,Low,SS8,L_SS8_3,3,0.466,0.686,1.941
89,A,t12,Bleached,L_SS8,Low,SS8,L_SS8_3,3,2.736,0.663,2.272
792,D,t12,Bleached,L_SS8,Low,SS8,L_SS8_3,3,7.488,2.676,1.512
522,C,t12,Bleached,L_SS8,Low,SS8,L_SS8_3,3,0.296,0.777,2.689
1073,F,t12,Bleached,L_SS8,Low,SS8,L_SS8_3,3,0.788,1.295,3.098
302,B,t12,Bleached,L_SS8,Low,SS8,L_SS8_3,3,5.671,5.3,3.695
292,B,t12,Bleached,L_SS8,Low,SS8,L_SS8_3,3,2.178,2.15,2.483
818,D,t12,Bleached,L_SS8,Low,SS8,L_SS8_3,3,3.942,1.393,1.368
11,A,t12,Bleached,L_SS8,Low,SS8,L_SS8_3,3,0.913,1.202,2.995
418,C,t12,Bleached,L_SS8,Low,SS8,L_SS8_3,3,1.288,3.168,2.89
313,B,t12,Bleached,L_SS8,Low,SS8,L_SS8_3,3,2.596,4.324,2.801
22,A,t12,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,27.858,26.858,8.949
166,A,t12,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,23.044,20.567,4.992
687,D,t12,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,47.992,40.064,16.583
447,C,t12,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,3.125,3.742,2.284
283,B,t12,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,32.95,25.835,8.991
130,A,t12,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,25.043,23.805,5.48
1132,F,t12,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,8.493,2.664,1.434
929,E,t12,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,15.969,7.655,1.488
306,B,t12,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,27.989,22.002,8.57
51,A,t12,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,31.811,28.666,8.477
286,B,t12,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,33.98,28.922,11.582
787,D,t12,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,47.406,38.598,18.363
595,D,t12,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,20.324,17.172,3.151
1115,F,t12,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,0.718,1.293,3.535
34,A,t12,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,23.601,22.753,4.4
343,C,t12,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,3.108,1.384,2.508
989,E,t12,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,20.288,15.928,3.749
196,B,t12,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,19.048,9.599,2.06
191,B,t12,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,46.267,45.346,20.321
1025,F,t12,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,9.431,2.77,2.25
1050,F,t12,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,3.305,0.867,2.9
369,C,t12,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,2.806,3.873,3.482
660,D,t12,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,20.044,17.344,3.005
641,D,t12,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,16.654,6.016,1.533
183,B,t12,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,12.888,6.678,1.469
182,B,t12,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,16.523,9.027,2.6
1118,F,t12,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,2.097,0.827,2.388
82,A,t12,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,22.23,16.796,4.082
1131,F,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,1.684,1.412,1.115
569,C,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,5.077,4,2.062
759,D,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,31.455,31.912,15.894
567,C,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,0.265,0.425,0.567
987,E,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,2.472,1.65,1.011
387,C,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,0.866,0.768,1.652
47,A,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,17.388,20.153,7.438
1200,F,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,1.603,0.792,0.992
882,E,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,3.988,1.771,1.486
29,A,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,20.626,20.817,6.147
585,C,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,3.613,3.121,2.601
880,E,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,8.503,5.759,2.033
743,D,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,16.126,11.999,2.691
790,D,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,27.204,24.746,11.42
896,E,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,15.534,11.592,2.736
246,B,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,17.992,12.802,4.796
169,A,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,8.716,10.353,1.748
225,B,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,25.81,28.878,13.104
1026,F,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,1.299,0.316,2.921
1192,F,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,0.934,0.513,1.902
1225,F,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,0.624,0.317,1.51
67,A,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,19.501,20.455,5.765
784,D,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,29.482,33.479,17.564
563,C,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,0.867,0.781,3.991
926,E,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,2.376,1.204,1.071
23,A,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,21.88,24.109,9.7
203,B,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,5.908,5.007,2.529
870,E,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,19.797,20.367,8.246
950,E,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,14.663,11.619,2.01
1071,F,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,0.377,0.578,2.303
259,B,t12,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,9.941,5.786,1.678
330,B,t12,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,3.163,2.428,1.641
