plug_label,colony_id,time_point,category,treatment,bleach_treat,symbiont_treat,treat_tank,tank,Red,Green,Blue
603,D,t00,Control,C,Control,C,C_1,1,8.265,9.257,4.599
1093,F,t00,Control,C,Control,C,C_1,1,5.503,4.971,3.33
417,C,t00,Control,C,Control,C,C_1,1,5.97,5.709,3.693
1111,F,t00,Control,C,Control,C,C_1,1,5.374,4.689,3.406
608,D,t00,Control,C,Control,C,C_1,1,6.515,6.637,3.738
931,E,t00,Control,C,Control,C,C_1,1,5.762,5.507,3.894
10,A,t00,Control,C,Control,C,C_1,1,5.571,5.965,3.515
1123,F,t00,Control,C,Control,C,C_1,1,5.528,4.993,3.481
969,E,t00,Control,C,Control,C,C_1,1,5.708,5.701,3.668
677,D,t00,Control,C,Control,C,C_1,1,6.838,7.147,4.278
1064,F,t00,Control,C,Control,C,C_1,1,4.942,4.252,3.321
874,E,t00,Control,C,Control,C,C_1,1,6.394,6.032,3.696
591,C,t00,Control,C,Control,C,C_1,1,5.73,5.575,3.497
235,B,t00,Control,C,Control,C,C_1,1,7.257,8.512,4.994
561,C,t00,Control,C,Control,C,C_1,1,6.297,7.302,4.441
328,B,t00,Control,C,Control,C,C_1,1,6.612,6.879,4.173
876,E,t00,Control,C,Control,C,C_1,1,6.239,5.857,3.466
1178,F,t00,Control,C,Control,C,C_1,1,5.869,5.685,3.626
776,D,t00,Control,C,Control,C,C_1,1,6.319,6.764,3.841
26,A,t00,Control,C,Control,C,C_1,1,5.966,6.019,3.691
697,D,t00,Control,C,Control,C,C_1,1,4.919,4.72,3.357
412,C,t00,Control,C,Control,C,C_1,1,5.991,6.256,4.121
299,B,t00,Control,C,Control,C,C_1,1,6.544,6.841,4.239
178,B,t00,Control,C,Control,C,C_1,1,6.387,6.969,4.363
889,E,t00,Control,C,Control,C,C_1,1,6.301,6.061,4.037
564,C,t00,Control,C,Control,C,C_1,1,6.102,6.03,3.807
215,B,t00,Control,C,Control,C,C_1,1,6.382,6.977,4.296
138,A,t00,Control,C,Control,C,C_1,1,5.335,5.249,3.368
1134,F,t00,Control,C,Control,C,C_1,1,5.271,4.989,3.726
811,D,t00,Control,C,Control,C,C_1,1,5.921,5.979,3.576
1090,F,t00,Control,C,Control,C,C_1,1,5.222,4.636,3.486
771,D,t00,Control,C,Control,C,C_1,1,5.476,5.435,3.584
972,E,t00,Control,C,Control,C,C_1,1,5.419,5.008,3.645
208,B,t00,Control,C,Control,C,C_1,1,7.621,8.894,5.143
806,D,t00,Control,C,Control,C,C_1,1,5.812,5.549,3.493
236,B,t00,Control,C,Control,C,C_1,1,7.468,9.046,5.059
325,B,t00,Control,C,Control,C,C_1,1,5.735,5.461,3.71
385,C,t00,Control,C,Control,C,C_1,1,5.52,5.13,3.586
1213,F,t00,Control,C,Control,C,C_1,1,5.115,4.726,3.381
1151,F,t00,Control,C,Control,C,C_1,1,4.663,4.178,3.326
133,A,t00,Control,C,Control,C,C_1,1,5.622,6.109,3.534
648,D,t00,Control,C,Control,C,C_1,1,7.349,8.215,4.373
122,A,t00,Control,C,Control,C,C_2,2,6.765,6.833,3.756
645,D,t00,Control,C,Control,C,C_2,2,6.093,6.306,3.595
1099,F,t00,Control,C,Control,C,C_2,2,5.275,4.922,3.434
732,D,t00,Control,C,Control,C,C_2,2,6.15,6.09,3.844
117,A,t00,Control,C,Control,C,C_2,2,6.439,6.762,3.777
1070,F,t00,Control,C,Control,C,C_2,2,5.159,4.389,3.317
966,E,t00,Control,C,Control,C,C_2,2,6.839,6.746,3.999
330,B,t00,Control,C,Control,C,C_2,2,6.839,7.612,4.445
1087,F,t00,Control,C,Control,C,C_2,2,4.95,4.687,3.476
886,E,t00,Control,C,Control,C,C_2,2,5.518,5.14,3.494
88,A,t00,Control,C,Control,C,C_2,2,6.378,6.465,3.581
682,D,t00,Control,C,Control,C,C_2,2,7.407,7.478,4.553
750,D,t00,Control,C,Control,C,C_2,2,7.634,7.869,4.732
237,B,t00,Control,C,Control,C,C_2,2,7.039,7.483,4.413
720,D,t00,Control,C,Control,C,C_2,2,5.756,5.686,3.515
1041,F,t00,Control,C,Control,C,C_2,2,5.121,4.217,3.29
777,D,t00,Control,C,Control,C,C_2,2,6.075,5.974,3.724
390,C,t00,Control,C,Control,C,C_2,2,6.686,6.973,4.129
85,A,t00,Control,C,Control,C,C_2,2,5.791,5.536,3.435
728,D,t00,Control,C,Control,C,C_2,2,5.543,5.52,3.606
669,D,t00,Control,C,Control,C,C_2,2,5.01,4.27,3.227
903,E,t00,Control,C,Control,C,C_2,2,5.198,4.62,3.43
76,A,t00,Control,C,Control,C,C_2,2,6.029,5.836,3.632
448,C,t00,Control,C,Control,C,C_2,2,6.288,6.37,4.171
1061,F,t00,Control,C,Control,C,C_2,2,5.275,4.71,3.384
1166,F,t00,Control,C,Control,C,C_2,2,5.558,5.176,3.465
177,B,t00,Control,C,Control,C,C_2,2,6.136,6.164,3.933
349,C,t00,Control,C,Control,C,C_2,2,5.4,5.177,3.65
408,C,t00,Control,C,Control,C,C_2,2,5.457,5.094,3.722
965,E,t00,Control,C,Control,C,C_2,2,5.508,5.051,3.53
1053,F,t00,Control,C,Control,C,C_2,2,5.331,4.539,3.386
53,A,t00,Control,C,Control,C,C_2,2,6.371,6.482,3.624
1039,F,t00,Control,C,Control,C,C_2,2,5.26,4.608,3.371
324,B,t00,Control,C,Control,C,C_2,2,6.157,6.295,4.085
487,C,t00,Control,C,Control,C,C_2,2,4.9,4.013,3.147
251,B,t00,Control,C,Control,C,C_2,2,6.102,6.385,3.992
830,E,t00,Control,C,Control,C,C_2,2,5.151,4.857,3.495
566,C,t00,Control,C,Control,C,C_2,2,5.424,5.527,3.906
33,A,t00,Control,C,Control,C,C_2,2,6.054,6.092,3.534
131,A,t00,Control,C,Control,C,C_2,2,4.545,3.348,3.194
461,C,t00,Control,C,Control,C,C_2,2,5.697,5.571,3.844
973,E,t00,Control,C,Control,C,C_2,2,5.576,5.35,3.617
501,C,t00,Control,C,Control,C,C_3,3,5.856,6.28,4.038
598,D,t00,Control,C,Control,C,C_3,3,6.478,6.359,3.538
97,A,t00,Control,C,Control,C,C_3,3,5.667,5.238,3.425
247,B,t00,Control,C,Control,C,C_3,3,6.378,6.191,3.953
809,D,t00,Control,C,Control,C,C_3,3,7.133,7.316,4.132
670,D,t00,Control,C,Control,C,C_3,3,7.277,6.916,3.769
314,B,t00,Control,C,Control,C,C_3,3,5.554,5.398,3.565
960,E,t00,Control,C,Control,C,C_3,3,6.365,6.277,4.045
1094,F,t00,Control,C,Control,C,C_3,3,5.619,5.57,3.786
94,A,t00,Control,C,Control,C,C_3,3,6.446,6.743,3.688
296,B,t00,Control,C,Control,C,C_3,3,7.735,7.503,4.123
91,A,t00,Control,C,Control,C,C_3,3,7.085,7.318,3.892
947,E,t00,Control,C,Control,C,C_3,3,5.54,5.329,3.549
310,B,t00,Control,C,Control,C,C_3,3,5.829,5.345,3.628
449,C,t00,Control,C,Control,C,C_3,3,5.052,3.756,3.18
69,A,t00,Control,C,Control,C,C_3,3,7.138,7.017,3.609
116,A,t00,Control,C,Control,C,C_3,3,6.122,6.201,3.465
373,C,t00,Control,C,Control,C,C_3,3,6.259,5.978,3.68
964,E,t00,Control,C,Control,C,C_3,3,6.404,6.128,3.706
915,E,t00,Control,C,Control,C,C_3,3,5.585,4.99,3.458
944,E,t00,Control,C,Control,C,C_3,3,5.142,4.798,3.483
354,C,t00,Control,C,Control,C,C_3,3,5.174,4.901,3.658
465,C,t00,Control,C,Control,C,C_3,3,5.864,6.064,3.768
105,A,t00,Control,C,Control,C,C_3,3,6.171,6.298,3.527
264,B,t00,Control,C,Control,C,C_3,3,6.329,6.072,3.899
402,C,t00,Control,C,Control,C,C_3,3,6.315,6.765,4.153
552,C,t00,Control,C,Control,C,C_3,3,4.728,3.683,3.285
856,E,t00,Control,C,Control,C,C_3,3,5.714,5.376,3.535
812,D,t00,Control,C,Control,C,C_3,3,6.072,6.112,3.79
106,A,t00,Control,C,Control,C,C_3,3,6.463,6.84,3.722
273,B,t00,Control,C,Control,C,C_3,3,7.358,8.943,4.909
125,A,t00,Control,C,Control,C,C_3,3,6.171,6.677,3.716
907,E,t00,Control,C,Control,C,C_3,3,5.646,5.547,3.565
1022,F,t00,Control,C,Control,C,C_3,3,5.567,5.069,3.525
974,E,t00,Control,C,Control,C,C_3,3,5.802,5.416,3.408
535,C,t00,Control,C,Control,C,C_3,3,6.962,7.157,3.953
1063,F,t00,Control,C,Control,C,C_3,3,5.762,5.202,3.449
110,A,t00,Control,C,Control,C,C_3,3,5.335,5.049,3.417
1036,F,t00,Control,C,Control,C,C_3,3,5.219,4.391,3.349
791,D,t00,Control,C,Control,C,C_3,3,6.36,6.398,4.035
816,D,t00,Control,C,Control,C,C_3,3,5.608,5.414,3.379
218,B,t00,Control,C,Control,C,C_3,3,5.688,5.143,3.585
764,D,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,7.739,7.68,4.718
200,B,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,7.235,7.507,4.424
878,E,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,6.562,5.897,3.745
56,A,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,7.599,7.28,3.726
1169,F,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,5.445,5.001,3.594
951,E,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,5.978,5.502,3.74
165,A,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,7.193,7.141,3.683
527,C,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,5.943,6.49,4.163
958,E,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,6.866,6.346,3.846
763,D,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,7.207,7.105,4.357
62,A,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,6.647,6.856,3.88
289,B,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,7.135,7.745,4.582
353,C,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,5.826,5.55,3.669
17,A,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,6.372,5.519,3.302
506,C,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,5.964,5.222,3.319
1065,F,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,5.315,4.539,3.294
615,D,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,6.953,6.598,3.642
325,B,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,6.96,7.116,4.14
284,B,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,6.212,6.453,4.187
891,E,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,6.237,6.059,3.879
456,C,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,6.405,6.362,3.77
1080,F,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,5.763,4.897,3.483
733,D,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,6.717,7.083,4.01
810,D,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,5.972,5.926,3.604
716,D,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,5.978,5.532,3.505
1047,F,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,6.657,6.135,3.543
463,C,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,6.117,5.917,3.746
213,B,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,6.953,7.062,4.245
906,E,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,6.726,6.458,3.884
55,A,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,6.083,6.135,3.64
643,D,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,7.077,6.768,3.545
168,A,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,6.343,6.085,3.466
201,B,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,7.274,7.935,4.683
413,C,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,6.128,5.791,3.762
64,A,t00,Bleached,L_RIC,Low,RIC,L_RIC_1,1,6.235,6.362,3.718
219,B,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,7.805,8.47,4.677
24,A,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,6.499,6.251,3.664
172,A,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,7.033,6.519,3.608
642,D,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,5.991,6.089,3.496
814,D,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,6.851,6.629,3.852
145,A,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,5.374,4.722,3.23
267,B,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,8.216,8.142,4.703
197,B,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,7.678,7.858,4.349
128,A,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,6.019,5.985,3.57
291,B,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,6.135,5.814,3.823
1012,F,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,5.081,3.888,3.208
575,C,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,5.765,5.781,3.971
300,B,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,6.814,6.765,4.35
83,A,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,7.178,7.541,3.895
1034,F,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,5.821,5.298,3.473
888,E,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,5.406,4.589,3.338
971,E,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,5.715,5.191,3.488
1086,F,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,5.648,5.16,3.505
491,C,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,6.347,6.717,4.033
674,D,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,6.68,6.729,4.141
190,B,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,6.318,6.211,4.04
1116,F,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,5.116,4.176,3.322
1128,F,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,5.283,4.33,3.41
881,E,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,6.329,5.557,3.596
977,E,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,5.772,5.263,3.297
1138,F,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,5.722,5.243,3.433
143,A,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,5.249,4.214,3.251
772,D,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,6.033,5.747,3.587
149,A,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,5.616,5.597,3.491
445,C,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,5.375,4.875,3.629
905,E,t00,Bleached,L_RIC,Low,RIC,L_RIC_2,2,5.747,5.252,3.582
937,E,t00,Bleached,L_RIC,Low,RIC,L_RIC_3,3,6.432,6.189,3.827
581,C,t00,Bleached,L_RIC,Low,RIC,L_RIC_3,3,6.48,6.119,3.779
268,B,t00,Bleached,L_RIC,Low,RIC,L_RIC_3,3,6.137,5.51,3.738
1023,F,t00,Bleached,L_RIC,Low,RIC,L_RIC_3,3,6.044,5.158,3.294
123,A,t00,Bleached,L_RIC,Low,RIC,L_RIC_3,3,6.748,7.067,3.846
982,E,t00,Bleached,L_RIC,Low,RIC,L_RIC_3,3,6.418,6.276,3.668
336,C,t00,Bleached,L_RIC,Low,RIC,L_RIC_3,3,6.322,6.94,4.377
1158,F,t00,Bleached,L_RIC,Low,RIC,L_RIC_3,3,5.099,4.267,3.316
519,C,t00,Bleached,L_RIC,Low,RIC,L_RIC_3,3,6.18,6.097,3.731
730,D,t00,Bleached,L_RIC,Low,RIC,L_RIC_3,3,5.439,4.823,3.19
590,C,t00,Bleached,L_RIC,Low,RIC,L_RIC_3,3,6.035,5.289,3.51
269,B,t00,Bleached,L_RIC,Low,RIC,L_RIC_3,3,5.974,5.052,3.8
525,C,t00,Bleached,L_RIC,Low,RIC,L_RIC_3,3,6.872,6.715,3.955
899,E,t00,Bleached,L_RIC,Low,RIC,L_RIC_3,3,5.825,5.078,3.5
1010,F,t00,Bleached,L_RIC,Low,RIC,L_RIC_3,3,5.258,3.846,3.271
782,D,t00,Bleached,L_RIC,Low,RIC,L_RIC_3,3,6.339,6.389,3.579
689,D,t00,Bleached,L_RIC,Low,RIC,L_RIC_3,3,5.822,5.496,3.34
963,E,t00,Bleached,L_RIC,Low,RIC,L_RIC_3,3,5.906,5.392,3.531
925,E,t00,Bleached,L_RIC,Low,RIC,L_RIC_3,3,5.997,5.683,3.697
1133,F,t00,Bleached,L_RIC,Low,RIC,L_RIC_3,3,5.596,4.81,3.391
263,B,t00,Bleached,L_RIC,Low,RIC,L_RIC_3,3,6.295,5.932,4.018
1091,F,t00,Bleached,L_RIC,Low,RIC,L_RIC_3,3,5.942,5.939,3.969
537,C,t00,Bleached,L_RIC,Low,RIC,L_RIC_3,3,5.232,4.93,3.471
751,D,t00,Bleached,L_RIC,Low,RIC,L_RIC_3,3,6.098,6.097,4.011
981,E,t00,Bleached,L_SD,Low,SD,L_SD_1,1,6.694,6.363,3.774
1079,F,t00,Bleached,L_SD,Low,SD,L_SD_1,1,5.883,5.218,3.456
162,A,t00,Bleached,L_SD,Low,SD,L_SD_1,1,5.452,4.64,3.266
334,C,t00,Bleached,L_SD,Low,SD,L_SD_1,1,6.465,6.51,4.205
731,D,t00,Bleached,L_SD,Low,SD,L_SD_1,1,5.819,5.925,3.555
216,B,t00,Bleached,L_SD,Low,SD,L_SD_1,1,6.691,7.338,4.324
565,C,t00,Bleached,L_SD,Low,SD,L_SD_1,1,5.054,3.754,3.207
555,C,t00,Bleached,L_SD,Low,SD,L_SD_1,1,5.472,5.143,3.506
113,A,t00,Bleached,L_SD,Low,SD,L_SD_1,1,5.962,5.786,3.62
1016,F,t00,Bleached,L_SD,Low,SD,L_SD_1,1,4.992,3.98,3.301
72,A,t00,Bleached,L_SD,Low,SD,L_SD_1,1,7.117,7.223,3.877
338,C,t00,Bleached,L_SD,Low,SD,L_SD_1,1,7.27,7.813,4.622
21,A,t00,Bleached,L_SD,Low,SD,L_SD_1,1,6.162,5.929,3.577
956,E,t00,Bleached,L_SD,Low,SD,L_SD_1,1,6.431,6.102,3.932
1173,F,t00,Bleached,L_SD,Low,SD,L_SD_1,1,5.577,5.051,3.455
688,D,t00,Bleached,L_SD,Low,SD,L_SD_1,1,7.268,7.45,4.531
607,D,t00,Bleached,L_SD,Low,SD,L_SD_1,1,7.143,7.211,3.956
1164,F,t00,Bleached,L_SD,Low,SD,L_SD_1,1,5.279,4.605,3.258
1160,F,t00,Bleached,L_SD,Low,SD,L_SD_1,1,5.175,4.442,3.182
252,B,t00,Bleached,L_SD,Low,SD,L_SD_1,1,7.126,7.545,4.469
572,C,t00,Bleached,L_SD,Low,SD,L_SD_1,1,6.244,6.436,3.962
39,A,t00,Bleached,L_SD,Low,SD,L_SD_1,1,6.11,6.341,3.631
217,B,t00,Bleached,L_SD,Low,SD,L_SD_1,1,6.473,6.584,4.127
442,C,t00,Bleached,L_SD,Low,SD,L_SD_1,1,5.851,5.293,3.597
848,E,t00,Bleached,L_SD,Low,SD,L_SD_1,1,5.898,5.502,3.674
301,B,t00,Bleached,L_SD,Low,SD,L_SD_1,1,6.047,6.085,3.858
431,C,t00,Bleached,L_SD,Low,SD,L_SD_1,1,5.764,4.767,3.531
1015,F,t00,Bleached,L_SD,Low,SD,L_SD_1,1,5.201,4.576,3.313
280,B,t00,Bleached,L_SD,Low,SD,L_SD_1,1,6.289,6.487,4.199
87,A,t00,Bleached,L_SD,Low,SD,L_SD_1,1,6.553,6.773,3.629
493,C,t00,Bleached,L_SD,Low,SD,L_SD_2,2,6.294,6.133,4.004
276,B,t00,Bleached,L_SD,Low,SD,L_SD_2,2,6.326,6.336,4.057
883,E,t00,Bleached,L_SD,Low,SD,L_SD_2,2,6.863,6.385,4.111
243,B,t00,Bleached,L_SD,Low,SD,L_SD_2,2,7.865,7.674,4.457
1058,F,t00,Bleached,L_SD,Low,SD,L_SD_2,2,4.993,4.42,3.368
553,C,t00,Bleached,L_SD,Low,SD,L_SD_2,2,7.005,6.964,4.251
885,E,t00,Bleached,L_SD,Low,SD,L_SD_2,2,5.924,5.456,3.395
32,A,t00,Bleached,L_SD,Low,SD,L_SD_2,2,6.116,6.349,3.645
229,B,t00,Bleached,L_SD,Low,SD,L_SD_2,2,7.696,8.738,5.117
659,D,t00,Bleached,L_SD,Low,SD,L_SD_2,2,5.742,5.717,3.436
780,D,t00,Bleached,L_SD,Low,SD,L_SD_2,2,5.738,5.479,3.297
30,A,t00,Bleached,L_SD,Low,SD,L_SD_2,2,6.54,6.538,3.598
391,C,t00,Bleached,L_SD,Low,SD,L_SD_2,2,5,4.27,3.513
485,C,t00,Bleached,L_SD,Low,SD,L_SD_2,2,6.012,5.891,4.081
710,D,t00,Bleached,L_SD,Low,SD,L_SD_2,2,5.305,4.853,3.205
913,E,t00,Bleached,L_SD,Low,SD,L_SD_2,2,5.976,5.658,3.512
1186,F,t00,Bleached,L_SD,Low,SD,L_SD_2,2,5.388,4.781,3.416
186,B,t00,Bleached,L_SD,Low,SD,L_SD_2,2,6.075,5.852,3.949
785,D,t00,Bleached,L_SD,Low,SD,L_SD_2,2,6.603,6.506,3.955
594,D,t00,Bleached,L_SD,Low,SD,L_SD_2,2,5.834,5.767,3.455
904,E,t00,Bleached,L_SD,Low,SD,L_SD_2,2,5.57,5.321,3.688
194,B,t00,Bleached,L_SD,Low,SD,L_SD_2,2,6.334,6.356,3.821
736,D,t00,Bleached,L_SD,Low,SD,L_SD_2,2,5.536,5.292,3.385
961,E,t00,Bleached,L_SD,Low,SD,L_SD_2,2,6.588,6.074,3.706
1103,F,t00,Bleached,L_SD,Low,SD,L_SD_2,2,5.428,5.109,3.506
902,E,t00,Bleached,L_SD,Low,SD,L_SD_2,2,6.281,6.098,3.861
862,E,t00,Bleached,L_SD,Low,SD,L_SD_2,2,6.202,5.835,3.825
297,B,t00,Bleached,L_SD,Low,SD,L_SD_2,2,5.862,5.821,3.835
432,C,t00,Bleached,L_SD,Low,SD,L_SD_3,3,6.057,5.798,3.762
100,A,t00,Bleached,L_SD,Low,SD,L_SD_3,3,5.868,6.058,3.558
693,D,t00,Bleached,L_SD,Low,SD,L_SD_3,3,5.268,4.991,3.283
1219,F,t00,Bleached,L_SD,Low,SD,L_SD_3,3,5.397,4.167,3.354
80,A,t00,Bleached,L_SD,Low,SD,L_SD_3,3,6.312,6.322,3.598
192,B,t00,Bleached,L_SD,Low,SD,L_SD_3,3,6.132,6.086,3.989
163,A,t00,Bleached,L_SD,Low,SD,L_SD_3,3,6.582,6.196,3.577
1147,F,t00,Bleached,L_SD,Low,SD,L_SD_3,3,5.418,4.704,3.272
708,D,t00,Bleached,L_SD,Low,SD,L_SD_3,3,5.191,4.397,3.283
50,A,t00,Bleached,L_SD,Low,SD,L_SD_3,3,6.52,6.773,3.644
954,E,t00,Bleached,L_SD,Low,SD,L_SD_3,3,6.044,5.565,3.619
59,A,t00,Bleached,L_SD,Low,SD,L_SD_3,3,6.833,7.309,3.89
839,E,t00,Bleached,L_SD,Low,SD,L_SD_3,3,5.682,5.166,3.554
40,A,t00,Bleached,L_SD,Low,SD,L_SD_3,3,7.05,7.234,3.774
817,D,t00,Bleached,L_SD,Low,SD,L_SD_3,3,6.464,6.447,3.633
968,E,t00,Bleached,L_SD,Low,SD,L_SD_3,3,5.897,5.278,3.426
204,B,t00,Bleached,L_SD,Low,SD,L_SD_3,3,5.865,5.609,3.761
156,A,t00,Bleached,L_SD,Low,SD,L_SD_3,3,6.923,7.012,3.826
681,D,t00,Bleached,L_SD,Low,SD,L_SD_3,3,7.541,7.39,4.34
850,E,t00,Bleached,L_SD,Low,SD,L_SD_3,3,6.003,5.86,3.66
342,C,t00,Bleached,L_SD,Low,SD,L_SD_3,3,5.779,5.065,3.471
589,C,t00,Bleached,L_SD,Low,SD,L_SD_3,3,5.569,4.906,3.575
1174,F,t00,Bleached,L_SD,Low,SD,L_SD_3,3,5.781,4.989,3.412
676,D,t00,Bleached,L_SD,Low,SD,L_SD_3,3,6.596,6.858,4.242
187,B,t00,Bleached,L_SD,Low,SD,L_SD_3,3,7.576,8.046,4.778
717,D,t00,Bleached,L_SD,Low,SD,L_SD_3,3,5.945,6.086,3.802
1083,F,t00,Bleached,L_SD,Low,SD,L_SD_3,3,5.117,4.254,3.369
936,E,t00,Bleached,L_SD,Low,SD,L_SD_3,3,5.77,5.296,3.48
1130,F,t00,Bleached,L_SD,Low,SD,L_SD_3,3,5.369,4.605,3.249
571,C,t00,Bleached,L_SD,Low,SD,L_SD_3,3,5.037,4.046,3.301
323,B,t00,Bleached,L_SD,Low,SD,L_SD_3,3,5.845,5.654,3.871
1137,F,t00,Bleached,L_SD,Low,SD,L_SD_3,3,5.336,4.909,3.395
922,E,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,5.653,4.921,3.308
287,B,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,6.21,5.808,3.794
854,E,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,6.154,6.067,3.641
181,B,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,7.117,7.5,4.41
249,B,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,6.72,6.976,4.274
998,F,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,5.236,4.642,3.446
624,D,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,6.878,6.993,3.887
337,C,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,6.076,5.495,3.614
498,C,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,6.646,6.173,3.832
1161,F,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,5.469,4.865,3.423
270,B,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,6.994,7.744,4.617
779,D,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,6.276,6.117,3.646
933,E,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,6.098,5.882,3.783
1189,F,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,6.046,5.195,3.454
341,C,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,6.264,5.859,3.649
745,D,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,5.196,4.807,3.275
1126,F,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,5.559,4.96,3.538
910,E,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,6.229,5.254,3.305
43,A,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,5.611,5.177,3.433
154,A,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,6.548,6.865,3.791
173,A,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,6.801,6.315,3.364
54,A,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,6.54,6.508,3.601
1157,F,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,5.479,4.925,3.375
4,A,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,5.952,5.829,3.442
68,A,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,6.702,6.628,3.599
703,D,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,5.498,5.17,3.363
159,A,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,5.205,4.156,3.162
