plug_label,colony_id,treat_tank,rack,device_label,coordinate,rack_position,table,y,x,tray_coord
1046,F,M_SD_2,24,45,22,24_22,C,1,6,2_6
257,B,M_SD_1,24,46,23,24_23,C,2,6,3_6
1207,F,S_SS8_1,24,47,24,24_24,C,3,6,4_6
98,A,S_SS8_3,25,49,1,25_1,C,1,1,1_1
700,D,M_SS8_2,25,50,2,25_2,C,2,1,2_1
675,D,M_SD_1,25,51,3,25_3,C,3,1,3_1
302,B,L_SS8_3,25,52,4,25_4,C,4,1,4_1
903,E,C_2,25,53,5,25_5,C,1,2,1_2
23,A,M_RIC_2,25,54,6,25_6,C,2,2,2_2
873,E,M_SS8_3,25,55,7,25_7,C,4,2,4_2
1104,F,M_SD_1,25,56,8,25_8,C,1,3,1_3
1043,F,S_SS8_3,25,57,9,25_9,C,2,3,2_3
1105,F,M_RIC_3,25,58,10,25_10,C,4,3,4_3
300,B,L_RIC_2,25,59,11,25_11,C,1,4,1_4
70,A,L_SS8_3,25,60,12,25_12,C,2,4,2_4
E9117,,,MOS1,73,1,MOS1_1,A,,,
A1745,,,MOS1,74,2,MOS1_2,A,,,
A4372,,,MOS1,75,3,MOS1_3,A,,,
E4668,,,MOS1,76,4,MOS1_4,A,,,
E9324,,,MOS1,78,6,MOS1_6,A,,,
E3556,,,MOS1,79,7,MOS1_7,A,,,
A8227,,,MOS1,80,8,MOS1_8,A,,,
E2570,,,MOS1,81,9,MOS1_9,A,,,
A8369,,,MOS1,82,10,MOS1_10,A,,,
A2168,,,MOS1,83,11,MOS1_11,A,,,
A7239,,,MOS1,84,12,MOS1_12,A,,,
A3952,,,MOS1,85,13,MOS1_13,A,,,
A8248,,,MOS1,86,14,MOS1_14,A,,,
E1599,,,MOS1,87,15,MOS1_15,A,,,
A7806,,,MOS1,88,16,MOS1_16,A,,,
A7535,,,MOS1,89,17,MOS1_17,A,,,
E343,,,MOS1,90,18,MOS1_18,A,,,
A9439,,,MOS1,91,19,MOS1_19,A,,,
E7239,,,MOS1,92,20,MOS1_20,A,,,
E6192,,,MOS1,93,21,MOS1_21,A,,,
E7806,,,MOS1,95,23,MOS1_23,A,,,
E1818,,,MOS1,96,24,MOS1_24,A,,,
E2210,,,MOS2,97,1,MOS2_1,B,,,
A1818,,,MOS2,98,2,MOS2_2,B,,,
E1745,,,MOS2,99,3,MOS2_3,B,,,
E8248,,,MOS2,100,4,MOS2_4,B,,,
A4668,,,MOS2,101,5,MOS2_5,B,,,
E6463,,,MOS2,102,6,MOS2_6,B,,,
E8227,,,MOS2,103,7,MOS2_7,B,,,
A9117,,,MOS2,104,8,MOS2_8,B,,,
E9339,,,MOS2,106,10,MOS2_10,B,,,
A3556,,,MOS2,107,11,MOS2_11,B,,,
E8973,,,MOS2,108,12,MOS2_12,B,,,
E9125,,,MOS2,109,13,MOS2_13,B,,,
E4372,,,MOS2,110,14,MOS2_14,B,,,
A2570,,,MOS2,111,15,MOS2_15,B,,,
A343,,,MOS2,113,17,MOS2_17,B,,,
A6463,,,MOS2,114,18,MOS2_18,B,,,
E30,,,MOS2,115,19,MOS2_19,B,,,
A30,,,MOS2,116,20,MOS2_20,B,,,
E2207,,,MOS2,117,21,MOS2_21,B,,,
A9125,,,MOS2,118,22,MOS2_22,B,,,
A8667,,,MOS2,119,23,MOS2_23,B,,,
A5693,,,MOS2,120,24,MOS2_24,B,,,
E2168,,,MOS3,121,1,MOS3_1,C,,,
A9339,,,MOS3,122,2,MOS3_2,C,,,
E8667,,,MOS3,123,3,MOS3_3,C,,,
A1599,,,MOS3,124,4,MOS3_4,C,,,
A6192,,,MOS3,125,5,MOS3_5,C,,,
E8369,,,MOS3,126,6,MOS3_6,C,,,
E8010,,,MOS3,127,7,MOS3_7,C,,,
E7535,,,MOS3,128,8,MOS3_8,C,,,
E1785,,,MOS3,129,9,MOS3_9,C,,,
A8973,,,MOS3,130,10,MOS3_10,C,,,
A2207,,,MOS3,131,11,MOS3_11,C,,,
E3952,,,MOS3,132,12,MOS3_12,C,,,
E5693,,,MOS3,134,14,MOS3_14,C,,,
A2210,,,MOS3,135,15,MOS3_15,C,,,
A8010,,,MOS3,137,17,MOS3_17,C,,,
E9439,,,MOS3,138,19,MOS3_18,C,,,
A9324,,,MOS3,139,19,MOS3_19,C,,,
A1785,,,MOS3,140,20,MOS3_20,C,,,
