plug_label,treat_tank,side,f,fm,fv_fm,colony_id,treatment,bleach_treat,tank,y,x,time_point
180,S_RIC_3,side,122,313,0.61,B,S_RIC,Severe,3,4,6,post_RI1
180,S_RIC_3,top,65,158,0.589,B,S_RIC,Severe,3,4,6,post_RI2
180,S_RIC_3,side,204,609,0.665,B,S_RIC,Severe,3,4,6,post_RI2
180,S_RIC_3,side,364,1030,0.647,B,S_RIC,Severe,3,4,6,post_RI3
180,S_RIC_3,top,132,387,0.659,B,S_RIC,Severe,3,4,6,post_RI3
182,M_RIC_1,top,202,813,0.752,B,M_RIC,Medium,1,1,7,pre_bleach
182,M_RIC_1,side,189,765,0.753,B,M_RIC,Medium,1,1,7,pre_bleach
182,M_RIC_1,top,64,154,0,B,M_RIC,Medium,1,1,7,post_bleach
182,M_RIC_1,side,270,707,0.618,B,M_RIC,Medium,1,1,7,post_bleach
182,M_RIC_1,top,135,388,0.652,B,M_RIC,Medium,1,1,7,post_RI1
182,M_RIC_1,side,361,1183,0.695,B,M_RIC,Medium,1,1,7,post_RI1
182,M_RIC_1,top,319,987,0.677,B,M_RIC,Medium,1,1,7,post_RI2
182,M_RIC_1,side,460,1409,0.674,B,M_RIC,Medium,1,1,7,post_RI2
182,M_RIC_1,side,465,1242,0.626,B,M_RIC,Medium,1,1,7,post_RI3
182,M_RIC_1,top,380,1035,0.633,B,M_RIC,Medium,1,1,7,post_RI3
186,L_SD_2,top,151,572,0.736,B,L_SD,Low,2,3,7,pre_bleach
186,L_SD_2,side,238,805,0.704,B,L_SD,Low,2,3,7,pre_bleach
186,L_SD_2,top,152,463,0.672,B,L_SD,Low,2,3,7,post_bleach
186,L_SD_2,side,236,802,0.706,B,L_SD,Low,2,3,7,post_bleach
186,L_SD_2,top,326,1029,0.683,B,L_SD,Low,2,3,7,post_RI1
186,L_SD_2,side,362,1249,0.71,B,L_SD,Low,2,3,7,post_RI1
186,L_SD_2,top,339,1179,0.712,B,L_SD,Low,2,3,7,post_RI2
186,L_SD_2,side,443,1642,0.73,B,L_SD,Low,2,3,7,post_RI2
186,L_SD_2,side,435,1385,0.686,B,L_SD,Low,2,3,7,post_RI3
186,L_SD_2,top,314,1116,0.719,B,L_SD,Low,2,3,7,post_RI3
190,L_RIC_2,top,187,626,0.701,B,L_RIC,Low,2,3,7,pre_bleach
190,L_RIC_2,side,158,667,0.763,B,L_RIC,Low,2,3,7,pre_bleach
190,L_RIC_2,top,171,461,0.629,B,L_RIC,Low,2,3,7,post_bleach
190,L_RIC_2,side,260,748,0.652,B,L_RIC,Low,2,3,7,post_bleach
190,L_RIC_2,top,246,848,0.71,B,L_RIC,Low,2,3,7,post_RI1
190,L_RIC_2,side,366,1287,0.716,B,L_RIC,Low,2,3,7,post_RI1
190,L_RIC_2,top,355,1237,0.713,B,L_RIC,Low,2,3,7,post_RI2
190,L_RIC_2,side,496,1810,0.726,B,L_RIC,Low,2,3,7,post_RI2
190,L_RIC_2,side,421,1384,0.696,B,L_RIC,Low,2,3,7,post_RI3
190,L_RIC_2,top,307,1069,0.713,B,L_RIC,Low,2,3,7,post_RI3
193,S_RIC_3,top,146,478,0.695,B,S_RIC,Severe,3,7,3,pre_bleach
193,S_RIC_3,side,131,561,0.766,B,S_RIC,Severe,3,7,3,pre_bleach
193,S_RIC_3,top,21,NA,0,B,S_RIC,Severe,3,7,3,post_bleach
193,S_RIC_3,side,93,223,0,B,S_RIC,Severe,3,7,3,post_bleach
193,S_RIC_3,top,6,25,0,B,S_RIC,Severe,3,7,3,post_RI1
193,S_RIC_3,side,45,133,0.662,B,S_RIC,Severe,3,7,3,post_RI1
193,S_RIC_3,top,12,42,NA,B,S_RIC,Severe,3,7,3,post_RI2
193,S_RIC_3,side,157,333,0.529,B,S_RIC,Severe,3,7,3,post_RI2
193,S_RIC_3,top,36,108,0,B,S_RIC,Severe,3,7,3,post_RI3
193,S_RIC_3,side,113,263,0.57,B,S_RIC,Severe,3,7,3,post_RI3
194,L_SD_2,top,197,704,0.72,B,L_SD,Low,2,2,8,pre_bleach
194,L_SD_2,side,164,555,0.705,B,L_SD,Low,2,2,8,pre_bleach
194,L_SD_2,top,166,513,0.676,B,L_SD,Low,2,2,8,post_bleach
194,L_SD_2,side,270,834,0.676,B,L_SD,Low,2,2,8,post_bleach
194,L_SD_2,top,154,507,0.696,B,L_SD,Low,2,2,8,post_RI1
194,L_SD_2,side,298,1021,0.708,B,L_SD,Low,2,2,8,post_RI1
194,L_SD_2,top,291,973,0.701,B,L_SD,Low,2,2,8,post_RI2
194,L_SD_2,side,408,1440,0.717,B,L_SD,Low,2,2,8,post_RI2
194,L_SD_2,side,372,1284,0.71,B,L_SD,Low,2,2,8,post_RI3
194,L_SD_2,top,330,1147,0.712,B,L_SD,Low,2,2,8,post_RI3
195,S_SD_3,top,103,343,0.7,B,S_SD,Severe,3,5,11,pre_bleach
195,S_SD_3,side,193,613,0.685,B,S_SD,Severe,3,5,11,pre_bleach
195,S_SD_3,top,12,35,0,B,S_SD,Severe,3,5,11,post_bleach
195,S_SD_3,side,75,145,0,B,S_SD,Severe,3,5,11,post_bleach
195,S_SD_3,top,25,77,0,B,S_SD,Severe,3,5,11,post_RI1
195,S_SD_3,side,67,185,0,B,S_SD,Severe,3,5,11,post_RI1
195,S_SD_3,top,107,245,0.563,B,S_SD,Severe,3,5,11,post_RI2
195,S_SD_3,side,381,758,0.497,B,S_SD,Severe,3,5,11,post_RI2
195,S_SD_3,top,153,311,0.508,B,S_SD,Severe,3,5,11,post_RI3
195,S_SD_3,side,367,755,0.514,B,S_SD,Severe,3,5,11,post_RI3
20,S_SD_3,top,286,637,0.658,A,S_SD,Severe,3,3,7,pre_bleach
20,S_SD_3,side,265,816,0.675,A,S_SD,Severe,3,3,7,pre_bleach
20,S_SD_3,top,114,254,0.535,A,S_SD,Severe,3,3,7,post_bleach
20,S_SD_3,side,139,330,0.579,A,S_SD,Severe,3,3,7,post_bleach
20,S_SD_3,top,120,324,0.63,A,S_SD,Severe,3,3,7,post_RI1
20,S_SD_3,side,203,571,0.644,A,S_SD,Severe,3,3,7,post_RI1
20,S_SD_3,top,248,617,0.598,A,S_SD,Severe,3,3,7,post_RI2
20,S_SD_3,side,387,1196,0.676,A,S_SD,Severe,3,3,7,post_RI2
20,S_SD_3,top,309,870,0.645,A,S_SD,Severe,3,3,7,post_RI3
20,S_SD_3,side,375,1061,0.647,A,S_SD,Severe,3,3,7,post_RI3
203,M_RIC_2,top,169,560,0.698,B,M_RIC,Medium,2,1,1,pre_bleach
203,M_RIC_2,side,293,924,0.683,B,M_RIC,Medium,2,1,1,pre_bleach
203,M_RIC_2,top,32,96,0,B,M_RIC,Medium,2,1,1,post_bleach
203,M_RIC_2,side,75,201,0,B,M_RIC,Medium,2,1,1,post_bleach
203,M_RIC_2,top,146,496,0.706,B,M_RIC,Medium,2,1,1,post_RI1
203,M_RIC_2,side,373,1293,0.712,B,M_RIC,Medium,2,1,1,post_RI1
203,M_RIC_2,top,275,904,0.696,B,M_RIC,Medium,2,1,1,post_RI2
203,M_RIC_2,side,401,1421,0.718,B,M_RIC,Medium,2,1,1,post_RI2
203,M_RIC_2,side,378,1270,0.702,B,M_RIC,Medium,2,1,1,post_RI3
203,M_RIC_2,top,259,874,0.704,B,M_RIC,Medium,2,1,1,post_RI3
205,S_SS8_3,top,175,712,0.754,B,S_SS8,Severe,3,5,9,pre_bleach
205,S_SS8_3,side,235,905,0.74,B,S_SS8,Severe,3,5,9,pre_bleach
205,S_SS8_3,top,30,87,0,B,S_SS8,Severe,3,5,9,post_bleach
205,S_SS8_3,side,17,50,0,B,S_SS8,Severe,3,5,9,post_bleach
205,S_SS8_3,top,69,203,0,B,S_SS8,Severe,3,5,9,post_RI1
205,S_SS8_3,side,120,333,0.64,B,S_SS8,Severe,3,5,9,post_RI1
205,S_SS8_3,top,156,429,0.636,B,S_SS8,Severe,3,5,9,post_RI2
205,S_SS8_3,side,173,548,0.684,B,S_SS8,Severe,3,5,9,post_RI2
205,S_SS8_3,side,287,769,0.627,B,S_SS8,Severe,3,5,9,post_RI3
205,S_SS8_3,top,394,1074,0.633,B,S_SS8,Severe,3,5,9,post_RI3
206,S_RIC_1,top,170,665,0.744,B,S_RIC,Severe,1,5,3,pre_bleach
206,S_RIC_1,side,247,857,0.712,B,S_RIC,Severe,1,5,3,pre_bleach
206,S_RIC_1,top,NA,NA,NA,B,S_RIC,Severe,1,5,3,post_bleach
206,S_RIC_1,side,NA,NA,NA,B,S_RIC,Severe,1,5,3,post_bleach
206,S_RIC_1,top,16,45,0,B,S_RIC,Severe,1,5,3,post_RI1
206,S_RIC_1,side,125,292,0.572,B,S_RIC,Severe,1,5,3,post_RI1
206,S_RIC_1,top,71,192,0.63,B,S_RIC,Severe,1,5,3,post_RI2
206,S_RIC_1,side,214,464,0.539,B,S_RIC,Severe,1,5,3,post_RI2
206,S_RIC_1,side,184,367,0.499,B,S_RIC,Severe,1,5,3,post_RI3
206,S_RIC_1,top,136,291,0.533,B,S_RIC,Severe,1,5,3,post_RI3
21,L_SD_1,top,294,956,0.689,A,L_SD,Low,1,5,5,pre_bleach
21,L_SD_1,side,329,938,0.649,A,L_SD,Low,1,5,5,pre_bleach
21,L_SD_1,top,174,434,0.599,A,L_SD,Low,1,5,5,post_bleach
21,L_SD_1,side,319,905,0.648,A,L_SD,Low,1,5,5,post_bleach
21,L_SD_1,top,178,565,0.685,A,L_SD,Low,1,5,5,post_RI1
21,L_SD_1,side,263,856,0.693,A,L_SD,Low,1,5,5,post_RI1
21,L_SD_1,top,354,1153,0.693,A,L_SD,Low,1,5,5,post_RI2
21,L_SD_1,side,446,1459,0.694,A,L_SD,Low,1,5,5,post_RI2
21,L_SD_1,side,576,1692,0.66,A,L_SD,Low,1,5,5,post_RI3
21,L_SD_1,top,600,1819,0.67,A,L_SD,Low,1,5,5,post_RI3
212,S_SD_3,top,103,425,0.758,B,S_SD,Severe,3,7,11,pre_bleach
212,S_SD_3,side,206,682,0.698,B,S_SD,Severe,3,7,11,pre_bleach
212,S_SD_3,top,20,58,0,B,S_SD,Severe,3,7,11,post_bleach
212,S_SD_3,side,137,301,0.545,B,S_SD,Severe,3,7,11,post_bleach
212,S_SD_3,top,21,64,0,B,S_SD,Severe,3,7,11,post_RI1
212,S_SD_3,side,181,530,0.658,B,S_SD,Severe,3,7,11,post_RI1
212,S_SD_3,top,110,262,0.58,B,S_SD,Severe,3,7,11,post_RI2
212,S_SD_3,side,471,1186,0.603,B,S_SD,Severe,3,7,11,post_RI2
212,S_SD_3,top,253,551,0.541,B,S_SD,Severe,3,7,11,post_RI3
212,S_SD_3,side,358,798,0.551,B,S_SD,Severe,3,7,11,post_RI3
228,S_SD_1,top,135,517,0.739,B,S_SD,Severe,1,5,1,pre_bleach
228,S_SD_1,side,195,667,0.708,B,S_SD,Severe,1,5,1,pre_bleach
228,S_SD_1,top,41,85,0,B,S_SD,Severe,1,5,1,post_bleach
228,S_SD_1,side,121,224,0.46,B,S_SD,Severe,1,5,1,post_bleach
228,S_SD_1,top,42,121,0.653,B,S_SD,Severe,1,5,1,post_RI1
228,S_SD_1,side,198,578,0.657,B,S_SD,Severe,1,5,1,post_RI1
228,S_SD_1,top,109,296,0.632,B,S_SD,Severe,1,5,1,post_RI2
228,S_SD_1,side,235,660,0.644,B,S_SD,Severe,1,5,1,post_RI2
228,S_SD_1,top,218,508,0.571,B,S_SD,Severe,1,5,1,post_RI3
228,S_SD_1,side,195,535,0.636,B,S_SD,Severe,1,5,1,post_RI3
229,L_SD_2,top,100,337,0.703,B,L_SD,Low,2,5,7,pre_bleach
229,L_SD_2,side,199,643,0.693,B,L_SD,Low,2,5,7,pre_bleach
229,L_SD_2,top,162,494,0.672,B,L_SD,Low,2,5,7,post_bleach
229,L_SD_2,side,291,919,0.683,B,L_SD,Low,2,5,7,post_bleach
229,L_SD_2,top,249,835,0.702,B,L_SD,Low,2,5,7,post_RI1
229,L_SD_2,side,398,1387,0.713,B,L_SD,Low,2,5,7,post_RI1
229,L_SD_2,top,299,1054,0.716,B,L_SD,Low,2,5,7,post_RI2
229,L_SD_2,side,401,1415,0.717,B,L_SD,Low,2,5,7,post_RI2
229,L_SD_2,side,420,1412,0.703,B,L_SD,Low,2,5,7,post_RI3
229,L_SD_2,top,387,1323,0.707,B,L_SD,Low,2,5,7,post_RI3
23,M_RIC_2,top,223,876,0.745,A,M_RIC,Medium,2,1,3,pre_bleach
23,M_RIC_2,side,215,709,0.679,A,M_RIC,Medium,2,1,3,pre_bleach
23,M_RIC_2,top,156,378,0.587,A,M_RIC,Medium,2,1,3,post_bleach
23,M_RIC_2,side,115,293,0.608,A,M_RIC,Medium,2,1,3,post_bleach
23,M_RIC_2,top,142,366,0.612,A,M_RIC,Medium,2,1,3,post_RI1
23,M_RIC_2,side,204,657,0.689,A,M_RIC,Medium,2,1,3,post_RI1
23,M_RIC_2,top,182,589,0.691,A,M_RIC,Medium,2,1,3,post_RI2
23,M_RIC_2,side,259,829,0.688,A,M_RIC,Medium,2,1,3,post_RI2
23,M_RIC_2,side,270,860,0.686,A,M_RIC,Medium,2,1,3,post_RI3
23,M_RIC_2,top,186,616,0.698,A,M_RIC,Medium,2,1,3,post_RI3
231,M_SS8_1,top,111,370,0.7,B,M_SS8,Medium,1,1,1,pre_bleach
231,M_SS8_1,side,249,801,0.689,B,M_SS8,Medium,1,1,1,pre_bleach
231,M_SS8_1,top,15,71,0,B,M_SS8,Medium,1,1,1,post_bleach
231,M_SS8_1,side,82,473,0,B,M_SS8,Medium,1,1,1,post_bleach
231,M_SS8_1,top,55,175,0,B,M_SS8,Medium,1,1,1,post_RI1
231,M_SS8_1,side,185,586,0.684,B,M_SS8,Medium,1,1,1,post_RI1
231,M_SS8_1,top,174,520,0.665,B,M_SS8,Medium,1,1,1,post_RI2
231,M_SS8_1,side,458,1485,0.692,B,M_SS8,Medium,1,1,1,post_RI2
231,M_SS8_1,top,389,1131,0.656,B,M_SS8,Medium,1,1,1,post_RI3
231,M_SS8_1,side,510,1515,0.663,B,M_SS8,Medium,1,1,1,post_RI3
232,L_SS8_3,top,145,464,0.687,B,L_SS8,Low,3,3,5,pre_bleach
232,L_SS8_3,side,199,699,0.715,B,L_SS8,Low,3,3,5,pre_bleach
232,L_SS8_3,top,107,289,0.63,B,L_SS8,Low,3,3,5,post_bleach
232,L_SS8_3,side,238,836,0.715,B,L_SS8,Low,3,3,5,post_bleach
232,L_SS8_3,top,241,798,0.698,B,L_SS8,Low,3,3,5,post_RI1
232,L_SS8_3,side,370,1264,0.707,B,L_SS8,Low,3,3,5,post_RI1
232,L_SS8_3,top,288,954,0.698,B,L_SS8,Low,3,3,5,post_RI2
232,L_SS8_3,side,492,1664,0.704,B,L_SS8,Low,3,3,5,post_RI2
232,L_SS8_3,side,412,1320,0.688,B,L_SS8,Low,3,3,5,post_RI3
232,L_SS8_3,top,344,1127,0.695,B,L_SS8,Low,3,3,5,post_RI3
234,L_SS8_2,top,194,826,0.765,B,L_SS8,Low,2,4,4,pre_bleach
234,L_SS8_2,side,138,527,0.738,B,L_SS8,Low,2,4,4,pre_bleach
234,L_SS8_2,top,55,157,0,B,L_SS8,Low,2,4,4,post_bleach
234,L_SS8_2,side,186,609,0.695,B,L_SS8,Low,2,4,4,post_bleach
234,L_SS8_2,top,252,834,0.698,B,L_SS8,Low,2,4,4,post_RI1
234,L_SS8_2,side,366,1229,0.702,B,L_SS8,Low,2,4,4,post_RI1
234,L_SS8_2,top,279,844,0.669,B,L_SS8,Low,2,4,4,post_RI2
234,L_SS8_2,side,503,1660,0.697,B,L_SS8,Low,2,4,4,post_RI2
234,L_SS8_2,side,458,1359,0.663,B,L_SS8,Low,2,4,4,post_RI3
234,L_SS8_2,top,332,1008,0.671,B,L_SS8,Low,2,4,4,post_RI3
239,M_SS8_1,top,162,523,0.69,B,M_SS8,Medium,1,3,5,pre_bleach
239,M_SS8_1,side,180,604,0.702,B,M_SS8,Medium,1,3,5,pre_bleach
239,M_SS8_1,top,8,57,0,B,M_SS8,Medium,1,3,5,post_bleach
239,M_SS8_1,side,175,476,0.632,B,M_SS8,Medium,1,3,5,post_bleach
239,M_SS8_1,top,44,141,0,B,M_SS8,Medium,1,3,5,post_RI1
239,M_SS8_1,side,259,872,0.703,B,M_SS8,Medium,1,3,5,post_RI1
239,M_SS8_1,top,156,468,0.667,B,M_SS8,Medium,1,3,5,post_RI2
239,M_SS8_1,side,333,1025,0.675,B,M_SS8,Medium,1,3,5,post_RI2
239,M_SS8_1,side,456,1411,0.677,B,M_SS8,Medium,1,3,5,post_RI3
239,M_SS8_1,top,189,589,0.679,B,M_SS8,Medium,1,3,5,post_RI3
24,L_RIC_2,top,232,823,0.718,A,L_RIC,Low,2,7,5,pre_bleach
24,L_RIC_2,side,205,663,0.691,A,L_RIC,Low,2,7,5,pre_bleach
24,L_RIC_2,top,204,534,0.618,A,L_RIC,Low,2,7,5,post_bleach
24,L_RIC_2,side,312,865,0.639,A,L_RIC,Low,2,7,5,post_bleach
24,L_RIC_2,top,203,613,0.669,A,L_RIC,Low,2,7,5,post_RI1
24,L_RIC_2,side,204,607,0.664,A,L_RIC,Low,2,7,5,post_RI1
24,L_RIC_2,top,356,1196,0.702,A,L_RIC,Low,2,7,5,post_RI2
24,L_RIC_2,side,459,1579,0.709,A,L_RIC,Low,2,7,5,post_RI2
24,L_RIC_2,side,458,1400,0.673,A,L_RIC,Low,2,7,5,post_RI3
24,L_RIC_2,top,448,1439,0.689,A,L_RIC,Low,2,7,5,post_RI3
240,S_RIC_1,top,184,714,0.742,B,S_RIC,Severe,1,3,1,pre_bleach
240,S_RIC_1,side,192,809,0.763,B,S_RIC,Severe,1,3,1,pre_bleach
240,S_RIC_1,top,NA,NA,NA,B,S_RIC,Severe,1,3,1,post_bleach
240,S_RIC_1,side,NA,NA,NA,B,S_RIC,Severe,1,3,1,post_bleach
240,S_RIC_1,top,11,37,0,B,S_RIC,Severe,1,3,1,post_RI1
240,S_RIC_1,side,219,582,0.624,B,S_RIC,Severe,1,3,1,post_RI1
240,S_RIC_1,top,103,281,0.633,B,S_RIC,Severe,1,3,1,post_RI2
240,S_RIC_1,side,309,970,0.681,B,S_RIC,Severe,1,3,1,post_RI2
240,S_RIC_1,top,68,174,0,B,S_RIC,Severe,1,3,1,post_RI3
240,S_RIC_1,side,478,1228,0.611,B,S_RIC,Severe,1,3,1,post_RI3
246,M_RIC_2,top,190,724,0.738,B,M_RIC,Medium,2,4,12,pre_bleach
246,M_RIC_2,side,229,832,0.725,B,M_RIC,Medium,2,4,12,pre_bleach
246,M_RIC_2,top,32,63,0,B,M_RIC,Medium,2,4,12,post_bleach
246,M_RIC_2,side,117,301,0.601,B,M_RIC,Medium,2,4,12,post_bleach
246,M_RIC_2,top,63,177,0,B,M_RIC,Medium,2,4,12,post_RI1
246,M_RIC_2,side,345,1184,0.709,B,M_RIC,Medium,2,4,12,post_RI1
246,M_RIC_2,top,199,616,0.677,B,M_RIC,Medium,2,4,12,post_RI2
246,M_RIC_2,side,494,1755,0.719,B,M_RIC,Medium,2,4,12,post_RI2
246,M_RIC_2,top,353,1002,0.648,B,M_RIC,Medium,2,4,12,post_RI3
246,M_RIC_2,side,464,1562,0.703,B,M_RIC,Medium,2,4,12,post_RI3
248,M_SS8_1,top,158,673,0.765,B,M_SS8,Medium,1,2,6,pre_bleach
248,M_SS8_1,side,267,1055,0.747,B,M_SS8,Medium,1,2,6,pre_bleach
248,M_SS8_1,top,57,261,0,B,M_SS8,Medium,1,2,6,post_bleach
248,M_SS8_1,side,207,502,0.588,B,M_SS8,Medium,1,2,6,post_bleach
248,M_SS8_1,top,191,612,0.688,B,M_SS8,Medium,1,2,6,post_RI1
248,M_SS8_1,side,330,1116,0.704,B,M_SS8,Medium,1,2,6,post_RI1
248,M_SS8_1,top,198,649,0.695,B,M_SS8,Medium,1,2,6,post_RI2
248,M_SS8_1,side,527,1751,0.699,B,M_SS8,Medium,1,2,6,post_RI2
248,M_SS8_1,top,343,1095,0.687,B,M_SS8,Medium,1,2,6,post_RI3
248,M_SS8_1,side,461,1505,0.694,B,M_SS8,Medium,1,2,6,post_RI3
250,M_SS8_1,top,184,639,0.712,B,M_SS8,Medium,1,4,6,pre_bleach
250,M_SS8_1,side,255,968,0.737,B,M_SS8,Medium,1,4,6,pre_bleach
250,M_SS8_1,top,27,81,0,B,M_SS8,Medium,1,4,6,post_bleach
250,M_SS8_1,side,89,236,0,B,M_SS8,Medium,1,4,6,post_bleach
250,M_SS8_1,top,100,292,0.658,B,M_SS8,Medium,1,4,6,post_RI1
250,M_SS8_1,side,291,977,0.702,B,M_SS8,Medium,1,4,6,post_RI1
250,M_SS8_1,top,327,987,0.669,B,M_SS8,Medium,1,4,6,post_RI2
250,M_SS8_1,side,454,1577,0.712,B,M_SS8,Medium,1,4,6,post_RI2
250,M_SS8_1,side,558,1696,0.671,B,M_SS8,Medium,1,4,6,post_RI3
250,M_SS8_1,top,353,1126,0.678,B,M_SS8,Medium,1,4,6,post_RI3
251,C_2,top,155,565,0.726,B,C,Control,2,2,12,pre_bleach
251,C_2,side,195,749,0.74,B,C,Control,2,2,12,pre_bleach
251,C_2,top,259,1091,0.763,B,C,Control,2,2,12,post_bleach
251,C_2,side,389,1378,0.718,B,C,Control,2,2,12,post_bleach
251,C_2,top,346,1159,0.701,B,C,Control,2,2,12,post_RI1
251,C_2,side,432,1367,0.684,B,C,Control,2,2,12,post_RI1
251,C_2,top,423,1403,0.699,B,C,Control,2,2,12,post_RI2
251,C_2,side,574,1665,0.655,B,C,Control,2,2,12,post_RI2
251,C_2,side,470,12359,0.654,B,C,Control,2,2,12,post_RI3
251,C_2,top,444,1427,0.689,B,C,Control,2,2,12,post_RI3
252,L_SD_1,top,171,710,0.757,B,L_SD,Low,1,3,5,pre_bleach
252,L_SD_1,side,225,764,0.705,B,L_SD,Low,1,3,5,pre_bleach
252,L_SD_1,top,121,366,0.669,B,L_SD,Low,1,3,5,post_bleach
252,L_SD_1,side,196,601,0.674,B,L_SD,Low,1,3,5,post_bleach
252,L_SD_1,top,163,533,0.694,B,L_SD,Low,1,3,5,post_RI1
252,L_SD_1,side,382,1319,0.71,B,L_SD,Low,1,3,5,post_RI1
252,L_SD_1,top,286,946,0.698,B,L_SD,Low,1,3,5,post_RI2
252,L_SD_1,side,427,1407,0.697,B,L_SD,Low,1,3,5,post_RI2
252,L_SD_1,side,503,1523,0.67,B,L_SD,Low,1,3,5,post_RI3
252,L_SD_1,top,361,1168,0.691,B,L_SD,Low,1,3,5,post_RI3
253,M_SD_1,top,201,859,0.766,B,M_SD,Medium,1,4,4,pre_bleach
253,M_SD_1,side,170,585,0.709,B,M_SD,Medium,1,4,4,pre_bleach
253,M_SD_1,top,32,77,0,B,M_SD,Medium,1,4,4,post_bleach
253,M_SD_1,side,143,280,0.489,B,M_SD,Medium,1,4,4,post_bleach
253,M_SD_1,top,55,173,0,B,M_SD,Medium,1,4,4,post_RI1
253,M_SD_1,side,200,663,0.698,B,M_SD,Medium,1,4,4,post_RI1
253,M_SD_1,top,203,647,0.686,B,M_SD,Medium,1,4,4,post_RI2
253,M_SD_1,side,321,1033,0.689,B,M_SD,Medium,1,4,4,post_RI2
253,M_SD_1,side,336,917,0.634,B,M_SD,Medium,1,4,4,post_RI3
253,M_SD_1,top,285,900,0.683,B,M_SD,Medium,1,4,4,post_RI3
256,S_SS8_1,top,126,570,0.779,B,S_SS8,Severe,1,4,6,pre_bleach
256,S_SS8_1,side,204,701,0.709,B,S_SS8,Severe,1,4,6,pre_bleach
256,S_SS8_1,top,72,147,0,B,S_SS8,Severe,1,4,6,post_bleach
256,S_SS8_1,side,147,319,0.539,B,S_SS8,Severe,1,4,6,post_bleach
256,S_SS8_1,top,100,282,0.645,B,S_SS8,Severe,1,4,6,post_RI1
256,S_SS8_1,side,148,440,0.664,B,S_SS8,Severe,1,4,6,post_RI1
256,S_SS8_1,top,276,594,0.535,B,S_SS8,Severe,1,4,6,post_RI2
256,S_SS8_1,side,498,1091,0.544,B,S_SS8,Severe,1,4,6,post_RI2
256,S_SS8_1,side,601,444,0.517,B,S_SS8,Severe,1,4,6,post_RI3
256,S_SS8_1,top,449,1015,0.558,B,S_SS8,Severe,1,4,6,post_RI3
258,M_SD_3,top,171,622,0.725,B,M_SD,Medium,3,6,4,pre_bleach
258,M_SD_3,side,206,721,0.714,B,M_SD,Medium,3,6,4,pre_bleach
258,M_SD_3,top,50,137,0,B,M_SD,Medium,3,6,4,post_bleach
258,M_SD_3,side,300,804,0.627,B,M_SD,Medium,3,6,4,post_bleach
258,M_SD_3,top,82,266,0,B,M_SD,Medium,3,6,4,post_RI1
258,M_SD_3,side,306,999,0.694,B,M_SD,Medium,3,6,4,post_RI1
258,M_SD_3,top,304,927,0.672,B,M_SD,Medium,3,6,4,post_RI2
258,M_SD_3,side,639,1888,0.662,B,M_SD,Medium,3,6,4,post_RI2
258,M_SD_3,top,446,1295,0.656,B,M_SD,Medium,3,6,4,post_RI3
258,M_SD_3,side,372,1098,0.661,B,M_SD,Medium,3,6,4,post_RI3
263,L_RIC_3,top,176,745,0.764,B,L_RIC,Low,3,2,8,pre_bleach
263,L_RIC_3,side,160,537,0.702,B,L_RIC,Low,3,2,8,pre_bleach
263,L_RIC_3,top,219,591,0.629,B,L_RIC,Low,3,2,8,post_bleach
263,L_RIC_3,side,233,718,0.675,B,L_RIC,Low,3,2,8,post_bleach
263,L_RIC_3,top,285,964,0.704,B,L_RIC,Low,3,2,8,post_RI1
263,L_RIC_3,side,425,1477,0.712,B,L_RIC,Low,3,2,8,post_RI1
263,L_RIC_3,top,250,844,0.704,B,L_RIC,Low,3,2,8,post_RI2
263,L_RIC_3,side,433,1589,0.728,B,L_RIC,Low,3,2,8,post_RI2
263,L_RIC_3,side,385,1287,0.701,B,L_RIC,Low,3,2,8,post_RI3
263,L_RIC_3,top,381,1294,0.706,B,L_RIC,Low,3,2,8,post_RI3
264,C_3,top,189,587,0.678,B,C,Control,3,3,1,pre_bleach
264,C_3,side,185,732,0.747,B,C,Control,3,3,1,pre_bleach
264,C_3,top,158,495,0.681,B,C,Control,3,3,1,post_bleach
264,C_3,side,251,998,0.748,B,C,Control,3,3,1,post_bleach
264,C_3,top,323,1042,0.69,B,C,Control,3,3,1,post_RI1
264,C_3,side,437,1358,0.678,B,C,Control,3,3,1,post_RI1
264,C_3,top,413,1339,0.692,B,C,Control,3,3,1,post_RI2
264,C_3,side,614,1779,0.655,B,C,Control,3,3,1,post_RI2
264,C_3,side,465,1315,0.646,B,C,Control,3,3,1,post_RI3
264,C_3,top,433,1377,0.686,B,C,Control,3,3,1,post_RI3
282,M_SS8_1,top,143,565,0.747,B,M_SS8,Medium,1,3,1,pre_bleach
282,M_SS8_1,side,245,932,0.737,B,M_SS8,Medium,1,3,1,pre_bleach
282,M_SS8_1,top,12,70,0,B,M_SS8,Medium,1,3,1,post_bleach
282,M_SS8_1,side,65,180,0,B,M_SS8,Medium,1,3,1,post_bleach
282,M_SS8_1,top,27,87,0,B,M_SS8,Medium,1,3,1,post_RI1
282,M_SS8_1,side,194,621,0.688,B,M_SS8,Medium,1,3,1,post_RI1
282,M_SS8_1,top,138,414,0.667,B,M_SS8,Medium,1,3,1,post_RI2
282,M_SS8_1,side,368,1178,0.688,B,M_SS8,Medium,1,3,1,post_RI2
282,M_SS8_1,top,259,793,0.673,B,M_SS8,Medium,1,3,1,post_RI3
282,M_SS8_1,side,477,1475,0.677,B,M_SS8,Medium,1,3,1,post_RI3
283,M_RIC_1,top,189,684,0.724,B,M_RIC,Medium,1,6,2,pre_bleach
