plug_label,treat_tank,side,f,fm,fv_fm,colony_id,treatment,bleach_treat,tank,y,x,time_point
283,M_RIC_1,side,232,822,0.718,B,M_RIC,Medium,1,6,2,pre_bleach
283,M_RIC_1,top,17,46,0,B,M_RIC,Medium,1,6,2,post_bleach
283,M_RIC_1,side,139,438,0.601,B,M_RIC,Medium,1,6,2,post_bleach
283,M_RIC_1,top,37,104,0,B,M_RIC,Medium,1,6,2,post_RI1
283,M_RIC_1,side,256,800,0.68,B,M_RIC,Medium,1,6,2,post_RI1
283,M_RIC_1,top,125,355,0.648,B,M_RIC,Medium,1,6,2,post_RI2
283,M_RIC_1,side,472,1465,0.678,B,M_RIC,Medium,1,6,2,post_RI2
283,M_RIC_1,top,220,512,0.57,B,M_RIC,Medium,1,6,2,post_RI3
283,M_RIC_1,side,549,1457,0.623,B,M_RIC,Medium,1,6,2,post_RI3
284,L_RIC_1,top,116,414,0.72,B,L_RIC,Low,1,4,6,pre_bleach
284,L_RIC_1,side,238,1013,0.765,B,L_RIC,Low,1,4,6,pre_bleach
284,L_RIC_1,top,184,463,0.603,B,L_RIC,Low,1,4,6,post_bleach
284,L_RIC_1,side,163,475,0.657,B,L_RIC,Low,1,4,6,post_bleach
284,L_RIC_1,top,265,839,0.684,B,L_RIC,Low,1,4,6,post_RI1
284,L_RIC_1,side,393,1513,0.688,B,L_RIC,Low,1,4,6,post_RI1
284,L_RIC_1,top,384,1155,0.668,B,L_RIC,Low,1,4,6,post_RI2
284,L_RIC_1,side,642,1927,0.667,B,L_RIC,Low,1,4,6,post_RI2
284,L_RIC_1,side,527,1491,0.647,B,L_RIC,Low,1,4,6,post_RI3
284,L_RIC_1,top,331,1002,0.67,B,L_RIC,Low,1,4,6,post_RI3
285,M_RIC_3,top,123,553,0.778,B,M_RIC,Medium,3,7,11,pre_bleach
285,M_RIC_3,side,172,594,0.71,B,M_RIC,Medium,3,7,11,pre_bleach
285,M_RIC_3,top,22,57,0,B,M_RIC,Medium,3,7,11,post_bleach
285,M_RIC_3,side,125,358,0.651,B,M_RIC,Medium,3,7,11,post_bleach
285,M_RIC_3,top,47,141,0,B,M_RIC,Medium,3,7,11,post_RI1
285,M_RIC_3,side,348,1182,0.706,B,M_RIC,Medium,3,7,11,post_RI1
285,M_RIC_3,top,110,338,0.675,B,M_RIC,Medium,3,7,11,post_RI2
285,M_RIC_3,side,331,1117,0.704,B,M_RIC,Medium,3,7,11,post_RI2
285,M_RIC_3,top,233,667,0.651,B,M_RIC,Medium,3,7,11,post_RI3
285,M_RIC_3,side,500,1449,0.655,B,M_RIC,Medium,3,7,11,post_RI3
287,L_SS8_1,top,183,699,0.738,B,L_SS8,Low,1,7,3,pre_bleach
287,L_SS8_1,side,191,678,0.718,B,L_SS8,Low,1,7,3,pre_bleach
287,L_SS8_1,top,189,620,0.695,B,L_SS8,Low,1,7,3,post_bleach
287,L_SS8_1,side,248,824,0.699,B,L_SS8,Low,1,7,3,post_bleach
287,L_SS8_1,top,339,1083,0.687,B,L_SS8,Low,1,7,3,post_RI1
287,L_SS8_1,side,333,1070,0.689,B,L_SS8,Low,1,7,3,post_RI1
287,L_SS8_1,top,278,854,0.674,B,L_SS8,Low,1,7,3,post_RI2
287,L_SS8_1,side,480,1562,0.693,B,L_SS8,Low,1,7,3,post_RI2
287,L_SS8_1,side,566,1489,0.62,B,L_SS8,Low,1,7,3,post_RI3
287,L_SS8_1,top,492,1352,0.636,B,L_SS8,Low,1,7,3,post_RI3
289,L_RIC_1,top,187,946,0.802,B,L_RIC,Low,1,5,1,pre_bleach
289,L_RIC_1,side,246,865,0.716,B,L_RIC,Low,1,5,1,pre_bleach
289,L_RIC_1,top,171,449,0.619,B,L_RIC,Low,1,5,1,post_bleach
289,L_RIC_1,side,167,550,0.696,B,L_RIC,Low,1,5,1,post_bleach
289,L_RIC_1,top,289,934,0.691,B,L_RIC,Low,1,5,1,post_RI1
289,L_RIC_1,side,425,1333,0.681,B,L_RIC,Low,1,5,1,post_RI1
289,L_RIC_1,top,305,910,0.665,B,L_RIC,Low,1,5,1,post_RI2
289,L_RIC_1,side,587,1808,0.675,B,L_RIC,Low,1,5,1,post_RI2
289,L_RIC_1,side,387,1102,0.649,B,L_RIC,Low,1,5,1,post_RI3
289,L_RIC_1,top,317,942,0.663,B,L_RIC,Low,1,5,1,post_RI3
29,M_RIC_2,top,185,614,0.699,A,M_RIC,Medium,2,5,3,pre_bleach
29,M_RIC_2,side,210,709,0.704,A,M_RIC,Medium,2,5,3,pre_bleach
29,M_RIC_2,top,135,427,0.453,A,M_RIC,Medium,2,5,3,post_bleach
29,M_RIC_2,side,157,335,0.531,A,M_RIC,Medium,2,5,3,post_bleach
29,M_RIC_2,top,134,400,0.665,A,M_RIC,Medium,2,5,3,post_RI1
29,M_RIC_2,side,195,690,0.717,A,M_RIC,Medium,2,5,3,post_RI1
29,M_RIC_2,top,167,548,0.695,A,M_RIC,Medium,2,5,3,post_RI2
29,M_RIC_2,side,375,1313,0.714,A,M_RIC,Medium,2,5,3,post_RI2
29,M_RIC_2,top,160,521,0.693,A,M_RIC,Medium,2,5,3,post_RI3
29,M_RIC_2,side,427,1415,0.698,A,M_RIC,Medium,2,5,3,post_RI3
3,L_SS8_2,top,154,652,0.764,A,L_SS8,Low,2,6,2,pre_bleach
3,L_SS8_2,side,282,982,0.713,A,L_SS8,Low,2,6,2,pre_bleach
3,L_SS8_2,top,154,335,0.54,A,L_SS8,Low,2,6,2,post_bleach
3,L_SS8_2,side,356,1139,0.693,A,L_SS8,Low,2,6,2,post_bleach
3,L_SS8_2,top,319,943,0.662,A,L_SS8,Low,2,6,2,post_RI1
3,L_SS8_2,side,443,1371,0.677,A,L_SS8,Low,2,6,2,post_RI1
3,L_SS8_2,top,497,1388,0.642,A,L_SS8,Low,2,6,2,post_RI2
3,L_SS8_2,side,681,1974,0.655,A,L_SS8,Low,2,6,2,post_RI2
3,L_SS8_2,side,649,1719,0.622,A,L_SS8,Low,2,6,2,post_RI3
3,L_SS8_2,top,635,1745,0.636,A,L_SS8,Low,2,6,2,post_RI3
301,L_SD_1,top,197,751,0.738,B,L_SD,Low,1,2,10,pre_bleach
301,L_SD_1,side,182,6218,0.706,B,L_SD,Low,1,2,10,pre_bleach
301,L_SD_1,top,158,453,0.651,B,L_SD,Low,1,2,10,post_bleach
301,L_SD_1,side,312,991,0.685,B,L_SD,Low,1,2,10,post_bleach
301,L_SD_1,top,195,625,0.688,B,L_SD,Low,1,2,10,post_RI1
301,L_SD_1,side,385,1277,0.699,B,L_SD,Low,1,2,10,post_RI1
301,L_SD_1,top,350,1170,0.701,B,L_SD,Low,1,2,10,post_RI2
301,L_SD_1,side,510,1701,0.7,B,L_SD,Low,1,2,10,post_RI2
301,L_SD_1,side,437,1352,0.677,B,L_SD,Low,1,2,10,post_RI3
301,L_SD_1,top,401,1308,0.693,B,L_SD,Low,1,2,10,post_RI3
307,S_SS8_2,top,124,454,0.727,B,S_SS8,Severe,2,5,5,pre_bleach
307,S_SS8_2,side,173,725,0.761,B,S_SS8,Severe,2,5,5,pre_bleach
307,S_SS8_2,top,5,13,0,B,S_SS8,Severe,2,5,5,post_bleach
307,S_SS8_2,side,70,171,0,B,S_SS8,Severe,2,5,5,post_bleach
307,S_SS8_2,top,12,43,0,B,S_SS8,Severe,2,5,5,post_RI1
307,S_SS8_2,side,159,369,0.569,B,S_SS8,Severe,2,5,5,post_RI1
307,S_SS8_2,top,75,220,0,B,S_SS8,Severe,2,5,5,post_RI2
307,S_SS8_2,side,130,409,0.682,B,S_SS8,Severe,2,5,5,post_RI2
307,S_SS8_2,side,260,646,0.598,B,S_SS8,Severe,2,5,5,post_RI3
307,S_SS8_2,top,121,334,0.638,B,S_SS8,Severe,2,5,5,post_RI3
308,M_SD_1,top,131,583,0.775,B,M_SD,Medium,1,1,3,pre_bleach
308,M_SD_1,side,177,743,0.762,B,M_SD,Medium,1,1,3,pre_bleach
308,M_SD_1,top,17,49,0,B,M_SD,Medium,1,1,3,post_bleach
308,M_SD_1,side,42,98,0,B,M_SD,Medium,1,1,3,post_bleach
308,M_SD_1,top,60,199,0,B,M_SD,Medium,1,1,3,post_RI1
308,M_SD_1,side,251,831,0.698,B,M_SD,Medium,1,1,3,post_RI1
308,M_SD_1,top,228,745,0.694,B,M_SD,Medium,1,1,3,post_RI2
308,M_SD_1,side,410,1398,0.707,B,M_SD,Medium,1,1,3,post_RI2
308,M_SD_1,side,421,1157,0.636,B,M_SD,Medium,1,1,3,post_RI3
308,M_SD_1,top,291,923,0.685,B,M_SD,Medium,1,1,3,post_RI3
309,M_SD_3,top,127,439,0.711,B,M_SD,Medium,3,7,1,pre_bleach
309,M_SD_3,side,184,607,0.697,B,M_SD,Medium,3,7,1,pre_bleach
309,M_SD_3,top,46,119,0,B,M_SD,Medium,3,7,1,post_bleach
309,M_SD_3,side,172,435,0.605,B,M_SD,Medium,3,7,1,post_bleach
309,M_SD_3,top,45,151,0,B,M_SD,Medium,3,7,1,post_RI1
309,M_SD_3,side,273,913,0.701,B,M_SD,Medium,3,7,1,post_RI1
309,M_SD_3,top,229,728,0.685,B,M_SD,Medium,3,7,1,post_RI2
309,M_SD_3,side,504,1671,0.698,B,M_SD,Medium,3,7,1,post_RI2
309,M_SD_3,top,391,1147,0.659,B,M_SD,Medium,3,7,1,post_RI3
309,M_SD_3,side,487,1449,0.664,B,M_SD,Medium,3,7,1,post_RI3
31,M_RIC_3,top,190,457,0.653,A,M_RIC,Medium,3,3,9,pre_bleach
31,M_RIC_3,side,234,658,0.644,A,M_RIC,Medium,3,3,9,pre_bleach
31,M_RIC_3,top,150,336,0.554,A,M_RIC,Medium,3,3,9,post_bleach
31,M_RIC_3,side,183,416,0.56,A,M_RIC,Medium,3,3,9,post_bleach
31,M_RIC_3,top,73,205,0,A,M_RIC,Medium,3,3,9,post_RI1
31,M_RIC_3,side,302,845,0.643,A,M_RIC,Medium,3,3,9,post_RI1
31,M_RIC_3,top,199,550,0.638,A,M_RIC,Medium,3,3,9,post_RI2
31,M_RIC_3,side,541,1484,0.635,A,M_RIC,Medium,3,3,9,post_RI2
31,M_RIC_3,top,308,790,0.61,A,M_RIC,Medium,3,3,9,post_RI3
31,M_RIC_3,side,NA,NA,NA,A,M_RIC,Medium,3,3,9,post_RI3
310,C_3,top,209,830,0.748,B,C,Control,3,5,3,pre_bleach
310,C_3,side,244,887,0.725,B,C,Control,3,5,3,pre_bleach
310,C_3,top,149,476,0.687,B,C,Control,3,5,3,post_bleach
310,C_3,side,347,1137,0.695,B,C,Control,3,5,3,post_bleach
310,C_3,top,380,1245,0.695,B,C,Control,3,5,3,post_RI1
310,C_3,side,410,1311,0.687,B,C,Control,3,5,3,post_RI1
310,C_3,top,381,1283,0.703,B,C,Control,3,5,3,post_RI2
310,C_3,side,404,1305,0.69,B,C,Control,3,5,3,post_RI2
310,C_3,side,438,1337,0.672,B,C,Control,3,5,3,post_RI3
310,C_3,top,421,1337,0.685,B,C,Control,3,5,3,post_RI3
313,L_SS8_3,top,152,564,0.73,B,L_SS8,Low,3,1,9,pre_bleach
313,L_SS8_3,side,252,851,0.704,B,L_SS8,Low,3,1,9,pre_bleach
313,L_SS8_3,top,155,429,0.655,B,L_SS8,Low,3,1,9,post_bleach
313,L_SS8_3,side,151,706,0.786,B,L_SS8,Low,3,1,9,post_bleach
313,L_SS8_3,top,254,823,0.691,B,L_SS8,Low,3,1,9,post_RI1
313,L_SS8_3,side,453,1540,0.706,B,L_SS8,Low,3,1,9,post_RI1
313,L_SS8_3,top,389,1272,0.694,B,L_SS8,Low,3,1,9,post_RI2
313,L_SS8_3,side,490,1598,0.693,B,L_SS8,Low,3,1,9,post_RI2
313,L_SS8_3,side,432,1322,0.673,B,L_SS8,Low,3,1,9,post_RI3
313,L_SS8_3,top,452,1485,0.696,B,L_SS8,Low,3,1,9,post_RI3
316,S_SD_3,top,119,422,0.718,B,S_SD,Severe,3,5,9,pre_bleach
316,S_SD_3,side,184,701,0.738,B,S_SD,Severe,3,5,9,pre_bleach
316,S_SD_3,top,12,37,0,B,S_SD,Severe,3,5,9,post_bleach
316,S_SD_3,side,57,115,0,B,S_SD,Severe,3,5,9,post_bleach
316,S_SD_3,top,18,64,0,B,S_SD,Severe,3,5,9,post_RI1
316,S_SD_3,side,43,133,0,B,S_SD,Severe,3,5,9,post_RI1
316,S_SD_3,top,120,283,0.576,B,S_SD,Severe,3,5,9,post_RI2
316,S_SD_3,side,253,594,0.574,B,S_SD,Severe,3,5,9,post_RI2
316,S_SD_3,top,381,731,0.479,B,S_SD,Severe,3,5,9,post_RI3
316,S_SD_3,side,376,817,0.54,B,S_SD,Severe,3,5,9,post_RI3
320,S_SS8_2,top,157,700,0.776,B,S_SS8,Severe,2,1,1,pre_bleach
320,S_SS8_2,side,195,695,0.719,B,S_SS8,Severe,2,1,1,pre_bleach
320,S_SS8_2,top,9,27,0,B,S_SS8,Severe,2,1,1,post_bleach
320,S_SS8_2,side,31,80,0,B,S_SS8,Severe,2,1,1,post_bleach
320,S_SS8_2,top,12,44,0,B,S_SS8,Severe,2,1,1,post_RI1
320,S_SS8_2,side,139,430,0.677,B,S_SS8,Severe,2,1,1,post_RI1
320,S_SS8_2,top,28,85,0,B,S_SS8,Severe,2,1,1,post_RI2
320,S_SS8_2,side,184,539,0.659,B,S_SS8,Severe,2,1,1,post_RI2
320,S_SS8_2,side,436,983,0.556,B,S_SS8,Severe,2,1,1,post_RI3
320,S_SS8_2,top,111,255,0.565,B,S_SS8,Severe,2,1,1,post_RI3
322,M_SD_3,top,115,494,0.767,B,M_SD,Medium,3,6,10,pre_bleach
322,M_SD_3,side,227,881,0.742,B,M_SD,Medium,3,6,10,pre_bleach
322,M_SD_3,top,42,102,0,B,M_SD,Medium,3,6,10,post_bleach
322,M_SD_3,side,148,416,0.644,B,M_SD,Medium,3,6,10,post_bleach
322,M_SD_3,top,101,347,0.709,B,M_SD,Medium,3,6,10,post_RI1
322,M_SD_3,side,312,1080,0.711,B,M_SD,Medium,3,6,10,post_RI1
322,M_SD_3,top,307,1019,0.699,B,M_SD,Medium,3,6,10,post_RI2
322,M_SD_3,side,518,1693,0.694,B,M_SD,Medium,3,6,10,post_RI2
322,M_SD_3,side,455,1458,0.688,B,M_SD,Medium,3,6,10,post_RI3
322,M_SD_3,top,347,1124,0.691,B,M_SD,Medium,3,6,10,post_RI3
324,C_2,top,134,562,0.762,B,C,Control,2,2,8,pre_bleach
324,C_2,side,171,638,0.732,B,C,Control,2,2,8,pre_bleach
324,C_2,top,295,1074,0.725,B,C,Control,2,2,8,post_bleach
324,C_2,side,259,896,0.711,B,C,Control,2,2,8,post_bleach
324,C_2,top,304,1029,0.705,B,C,Control,2,2,8,post_RI1
324,C_2,side,361,1216,0.703,B,C,Control,2,2,8,post_RI1
324,C_2,top,370,1233,0.7,B,C,Control,2,2,8,post_RI2
324,C_2,side,447,1410,0.683,B,C,Control,2,2,8,post_RI2
324,C_2,side,457,1357,0.663,B,C,Control,2,2,8,post_RI3
324,C_2,top,354,1168,0.697,B,C,Control,2,2,8,post_RI3
325,C_1,top,155,661,0.766,B,C,Control,1,1,1,pre_bleach
325,L_RIC_1,top,185,707,0.738,B,L_RIC,Low,1,4,4,pre_bleach
325,C_1,side,188,626,0.7,B,C,Control,1,1,1,pre_bleach
325,L_RIC_1,side,153,780,0.804,B,L_RIC,Low,1,4,4,pre_bleach
325,C_1,top,209,655,0.681,B,C,Control,1,1,1,post_bleach
325,L_RIC_1,top,138,416,0.668,B,L_RIC,Low,1,4,4,post_bleach
325,C_1,side,361,1128,0.68,B,C,Control,1,1,1,post_bleach
325,L_RIC_1,side,175,578,0.697,B,L_RIC,Low,1,4,4,post_bleach
325,C_1,top,390,1328,0.706,B,C,Control,1,1,1,post_RI1
325,L_RIC_1,top,259,830,0.688,B,L_RIC,Low,1,4,4,post_RI1
325,C_1,side,400,1263,0.683,B,C,Control,1,1,1,post_RI1
325,L_RIC_1,side,444,1339,0.668,B,L_RIC,Low,1,4,4,post_RI1
325,C_1,top,434,1427,0.696,B,C,Control,1,1,1,post_RI2
325,L_RIC_1,top,311,975,0.681,B,L_RIC,Low,1,4,4,post_RI2
325,C_1,side,403,1347,0.701,B,C,Control,1,1,1,post_RI2
325,L_RIC_1,side,601,1755,0.658,B,L_RIC,Low,1,4,4,post_RI2
325,L_RIC_1,side,453,1263,0.641,B,L_RIC,Low,1,4,4,post_RI3
325,L_RIC_1,top,321,983,0.673,B,L_RIC,Low,1,4,4,post_RI3
325,C_1,side,450,1413,0.682,B,C,Control,1,1,1,post_RI3
325,C_1,top,369,1187,0.689,B,C,Control,1,1,1,post_RI3
326,S_RIC_1,top,107,349,0.693,B,S_RIC,Severe,1,1,1,pre_bleach
326,S_RIC_1,side,216,752,0.713,B,S_RIC,Severe,1,1,1,pre_bleach
326,S_RIC_1,top,NA,NA,NA,B,S_RIC,Severe,1,1,1,post_bleach
326,S_RIC_1,side,NA,NA,NA,B,S_RIC,Severe,1,1,1,post_bleach
326,S_RIC_1,top,6,27,0,B,S_RIC,Severe,1,1,1,post_RI1
326,S_RIC_1,side,122,325,0.625,B,S_RIC,Severe,1,1,1,post_RI1
326,S_RIC_1,top,44,119,0,B,S_RIC,Severe,1,1,1,post_RI2
326,S_RIC_1,side,128,369,0.653,B,S_RIC,Severe,1,1,1,post_RI2
326,S_RIC_1,top,37,93,0,B,S_RIC,Severe,1,1,1,post_RI3
326,S_RIC_1,side,180,437,0.588,B,S_RIC,Severe,1,1,1,post_RI3
327,L_SS8_3,top,110,368,0.701,B,L_SS8,Low,3,7,9,pre_bleach
327,L_SS8_3,side,164,737,0.777,B,L_SS8,Low,3,7,9,pre_bleach
327,L_SS8_3,top,138,466,0.704,B,L_SS8,Low,3,7,9,post_bleach
327,L_SS8_3,side,249,731,0.659,B,L_SS8,Low,3,7,9,post_bleach
327,L_SS8_3,top,228,761,0.7,B,L_SS8,Low,3,7,9,post_RI1
327,L_SS8_3,side,430,1443,0.702,B,L_SS8,Low,3,7,9,post_RI1
327,L_SS8_3,top,265,835,0.683,B,L_SS8,Low,3,7,9,post_RI2
327,L_SS8_3,side,406,1290,0.685,B,L_SS8,Low,3,7,9,post_RI2
327,L_SS8_3,top,332,1050,0.684,B,L_SS8,Low,3,7,9,post_RI3
327,L_SS8_3,side,547,1749,0.687,B,L_SS8,Low,3,7,9,post_RI3
329,S_SS8_2,top,173,849,0.796,B,S_SS8,Severe,2,2,10,pre_bleach
329,S_SS8_2,side,199,811,0.755,B,S_SS8,Severe,2,2,10,pre_bleach
329,S_SS8_2,top,16,34,0,B,S_SS8,Severe,2,2,10,post_bleach
329,S_SS8_2,side,34,136,0,B,S_SS8,Severe,2,2,10,post_bleach
329,S_SS8_2,top,53,172,0,B,S_SS8,Severe,2,2,10,post_RI1
329,S_SS8_2,side,129,367,0.649,B,S_SS8,Severe,2,2,10,post_RI1
329,S_SS8_2,top,56,152,0,B,S_SS8,Severe,2,2,10,post_RI2
329,S_SS8_2,side,318,1097,0.71,B,S_SS8,Severe,2,2,10,post_RI2
329,S_SS8_2,top,101,291,0.653,B,S_SS8,Severe,2,2,10,post_RI3
329,S_SS8_2,side,413,1211,0.659,B,S_SS8,Severe,2,2,10,post_RI3
337,L_SS8_1,top,219,765,0.714,C,L_SS8,Low,1,6,12,pre_bleach
337,L_SS8_1,side,243,769,0.684,C,L_SS8,Low,1,6,12,pre_bleach
337,L_SS8_1,top,359,771,0.534,C,L_SS8,Low,1,6,12,post_bleach
337,L_SS8_1,side,194,635,0.694,C,L_SS8,Low,1,6,12,post_bleach
337,L_SS8_1,top,444,1385,0.679,C,L_SS8,Low,1,6,12,post_RI1
337,L_SS8_1,side,461,1495,0.692,C,L_SS8,Low,1,6,12,post_RI1
337,L_SS8_1,top,537,1507,0.644,C,L_SS8,Low,1,6,12,post_RI2
337,L_SS8_1,side,660,2049,0.678,C,L_SS8,Low,1,6,12,post_RI2
337,L_SS8_1,top,496,1347,0.632,C,L_SS8,Low,1,6,12,post_RI3
337,L_SS8_1,side,582,1605,0.637,C,L_SS8,Low,1,6,12,post_RI3
34,M_RIC_1,top,269,732,0.633,A,M_RIC,Medium,1,4,10,pre_bleach
34,M_RIC_1,side,328,1023,0.679,A,M_RIC,Medium,1,4,10,pre_bleach
34,M_RIC_1,top,194,396,0.51,A,M_RIC,Medium,1,4,10,post_bleach
34,M_RIC_1,side,263,665,0.605,A,M_RIC,Medium,1,4,10,post_bleach
34,M_RIC_1,top,141,387,0.636,A,M_RIC,Medium,1,4,10,post_RI1
34,M_RIC_1,side,290,858,0.662,A,M_RIC,Medium,1,4,10,post_RI1
34,M_RIC_1,top,197,504,0.609,A,M_RIC,Medium,1,4,10,post_RI2
34,M_RIC_1,side,362,1086,0.667,A,M_RIC,Medium,1,4,10,post_RI2
34,M_RIC_1,top,234,663,0.647,A,M_RIC,Medium,1,4,10,post_RI3
34,M_RIC_1,side,NA,NA,NA,A,M_RIC,Medium,1,4,10,post_RI3
343,M_RIC_1,top,210,1027,0.796,C,M_RIC,Medium,1,4,12,pre_bleach
343,M_RIC_1,side,167,548,0.695,C,M_RIC,Medium,1,4,12,pre_bleach
343,M_RIC_1,top,117,260,0.55,C,M_RIC,Medium,1,4,12,post_bleach
343,M_RIC_1,side,239,593,0.597,C,M_RIC,Medium,1,4,12,post_bleach
343,M_RIC_1,top,236,716,0.67,C,M_RIC,Medium,1,4,12,post_RI1
343,M_RIC_1,side,353,1110,0.682,C,M_RIC,Medium,1,4,12,post_RI1
343,M_RIC_1,top,407,1189,0.658,C,M_RIC,Medium,1,4,12,post_RI2
343,M_RIC_1,side,494,1600,0.691,C,M_RIC,Medium,1,4,12,post_RI2
343,M_RIC_1,side,516,1288,0.599,C,M_RIC,Medium,1,4,12,post_RI3
343,M_RIC_1,top,486,1272,0.618,C,M_RIC,Medium,1,4,12,post_RI3
348,S_RIC_2,top,185,805,0.77,C,S_RIC,Severe,2,2,4,pre_bleach
348,S_RIC_2,side,252,842,0.701,C,S_RIC,Severe,2,2,4,pre_bleach
348,S_RIC_2,top,78,179,0,C,S_RIC,Severe,2,2,4,post_bleach
348,S_RIC_2,side,175,389,0.55,C,S_RIC,Severe,2,2,4,post_bleach
348,S_RIC_2,top,78,224,0,C,S_RIC,Severe,2,2,4,post_RI1
348,S_RIC_2,side,305,930,0.672,C,S_RIC,Severe,2,2,4,post_RI1
348,S_RIC_2,top,243,718,0.662,C,S_RIC,Severe,2,2,4,post_RI2
348,S_RIC_2,side,435,1308,0.667,C,S_RIC,Severe,2,2,4,post_RI2
348,S_RIC_2,side,620,1893,0.672,C,S_RIC,Severe,2,2,4,post_RI3
348,S_RIC_2,top,402,1236,0.675,C,S_RIC,Severe,2,2,4,post_RI3
350,M_SD_3,top,259,994,0.739,C,M_SD,Medium,3,1,1,pre_bleach
350,M_SD_3,side,278,970,0.713,C,M_SD,Medium,3,1,1,pre_bleach
350,M_SD_3,top,159,376,0.577,C,M_SD,Medium,3,1,1,post_bleach
350,M_SD_3,side,395,1110,0.644,C,M_SD,Medium,3,1,1,post_bleach
350,M_SD_3,top,446,1363,0.673,C,M_SD,Medium,3,1,1,post_RI1
350,M_SD_3,side,438,1465,0.701,C,M_SD,Medium,3,1,1,post_RI1
350,M_SD_3,top,364,1242,0.707,C,M_SD,Medium,3,1,1,post_RI2
350,M_SD_3,side,534,1779,0.7,C,M_SD,Medium,3,1,1,post_RI2
350,M_SD_3,side,578,1801,0.679,C,M_SD,Medium,3,1,1,post_RI3
350,M_SD_3,top,564,1822,0.69,C,M_SD,Medium,3,1,1,post_RI3
353,L_RIC_1,top,174,870,0.793,C,L_RIC,Low,1,5,5,pre_bleach
353,L_RIC_1,side,274,899,0.695,C,L_RIC,Low,1,5,5,pre_bleach
353,L_RIC_1,top,278,765,0.637,C,L_RIC,Low,1,5,5,post_bleach
353,L_RIC_1,side,235,625,0.625,C,L_RIC,Low,1,5,5,post_bleach
353,L_RIC_1,top,504,1354,0.628,C,L_RIC,Low,1,5,5,post_RI1
353,L_RIC_1,side,506,1313,0.615,C,L_RIC,Low,1,5,5,post_RI1
353,L_RIC_1,top,475,1172,0.595,C,L_RIC,Low,1,5,5,post_RI2
353,L_RIC_1,side,816,2076,0.607,C,L_RIC,Low,1,5,5,post_RI2
353,L_RIC_1,top,572,1339,0.573,C,L_RIC,Low,1,5,5,post_RI3
353,L_RIC_1,side,803,1894,0.576,C,L_RIC,Low,1,5,5,post_RI3
357,S_SD_3,top,205,684,0.7,C,S_SD,Severe,3,1,9,pre_bleach
357,S_SD_3,side,297,923,0.678,C,S_SD,Severe,3,1,9,pre_bleach
357,S_SD_3,top,80,158,0,C,S_SD,Severe,3,1,9,post_bleach
357,S_SD_3,side,172,371,0.536,C,S_SD,Severe,3,1,9,post_bleach
357,S_SD_3,top,82,226,0,C,S_SD,Severe,3,1,9,post_RI1
357,S_SD_3,side,430,1239,0.653,C,S_SD,Severe,3,1,9,post_RI1
357,S_SD_3,top,282,762,0.63,C,S_SD,Severe,3,1,9,post_RI2
357,S_SD_3,side,391,1033,0.621,C,S_SD,Severe,3,1,9,post_RI2
357,S_SD_3,top,586,1359,0.569,C,S_SD,Severe,3,1,9,post_RI3
357,S_SD_3,side,781,1856,0.58,C,S_SD,Severe,3,1,9,post_RI3
359,M_SS8_3,top,213,868,0.755,C,M_SS8,Medium,3,5,11,pre_bleach
359,M_SS8_3,side,230,826,0.722,C,M_SS8,Medium,3,5,11,pre_bleach
359,M_SS8_3,top,96,170,0.435,C,M_SS8,Medium,3,5,11,post_bleach
359,M_SS8_3,side,210,511,0.589,C,M_SS8,Medium,3,5,11,post_bleach
359,M_SS8_3,top,176,514,0.658,C,M_SS8,Medium,3,5,11,post_RI1
359,M_SS8_3,side,462,1372,0.663,C,M_SS8,Medium,3,5,11,post_RI1
359,M_SS8_3,top,461,2376,0.665,C,M_SS8,Medium,3,5,11,post_RI2
359,M_SS8_3,side,653,2072,0.685,C,M_SS8,Medium,3,5,11,post_RI2
359,M_SS8_3,side,589,1769,0.667,C,M_SS8,Medium,3,5,11,post_RI3
359,M_SS8_3,top,411,1256,0.673,C,M_SS8,Medium,3,5,11,post_RI3
368,S_SD_2,top,179,679,0.736,C,S_SD,Severe,2,5,1,pre_bleach
368,S_SD_2,side,185,587,0.685,C,S_SD,Severe,2,5,1,pre_bleach
368,S_SD_2,top,46,102,0,C,S_SD,Severe,2,5,1,post_bleach
368,S_SD_2,side,362,857,0.568,C,S_SD,Severe,2,5,1,post_bleach
368,S_SD_2,top,123,335,0.633,C,S_SD,Severe,2,5,1,post_RI1
368,S_SD_2,side,381,1057,0.64,C,S_SD,Severe,2,5,1,post_RI1
368,S_SD_2,top,221,622,0.645,C,S_SD,Severe,2,5,1,post_RI2
368,S_SD_2,side,551,1448,0.619,C,S_SD,Severe,2,5,1,post_RI2
368,S_SD_2,side,632,1383,0.55,C,S_SD,Severe,2,5,1,post_RI3
368,S_SD_2,top,444,1027,0.568,C,S_SD,Severe,2,5,1,post_RI3
369,M_RIC_1,top,289,851,0.66,C,M_RIC,Medium,1,2,6,pre_bleach
369,M_RIC_1,side,236,855,0.724,C,M_RIC,Medium,1,2,6,pre_bleach
369,M_RIC_1,top,159,401,0.603,C,M_RIC,Medium,1,2,6,post_bleach
369,M_RIC_1,side,349,553,0.584,C,M_RIC,Medium,1,2,6,post_bleach
369,M_RIC_1,top,447,1334,0.665,C,M_RIC,Medium,1,2,6,post_RI1
369,M_RIC_1,side,425,1235,0.656,C,M_RIC,Medium,1,2,6,post_RI1
369,M_RIC_1,top,485,1371,0.646,C,M_RIC,Medium,1,2,6,post_RI2
